"","schoolindex","school","year","value"
"2234",23,"한남대","13",1
"2235",23,"한동대","13",2
"2236",23,"한양대","13",7
"2237",23,"홍익대","13",2
"2238",18,"University of Washinton","13",1
"2239",24,"경찰대","13",1
"2240",24,"경희대","13",1
"2241",24,"고려대","13",10
"2242",24,"서울교대","13",1
"2243",24,"서울대","13",6
"2244",24,"서울시립대","13",1
"2245",24,"성균관대","13",2
"2246",24,"연세대","13",8
"2247",24,"이화여대","13",4
"2248",24,"한국외대","13",14
"2249",24,"한양대","13",1
"2250",24,"홍익대","13",1
"2251",25,"경북대","13",1
"2252",25,"경찰대","13",2
"2253",25,"고려대","13",26
"2254",25,"부산대","13",1
"2255",25,"서강대","13",2
"2256",25,"서울대","13",15
"2257",25,"성균관대","13",2
"2258",25,"연세대","13",17
"2259",25,"이화여대","13",7
"2260",25,"한동대","13",1
"2261",25,"한양대","13",31
"2262",20,"Peking University","13",2
"2263",20,"Tsinghua University","13",1
"2264",20,"indiana university bloomington","13",1
"2265",20,"Newcastle University","13",1
"2266",21,"카이스트","13",2
"2267",22,"카이스트","13",2
"2268",24,"Peking University","13",1
"2269",25,"UNC-Chapel Hill","13",1
"2270",6,"건국대","13",1
"2271",6,"경남대","13",1
"2272",6,"경북대","13",1
"2273",6,"정상대","13",1
"2274",6,"경찰대","13",1
"2275",6,"경희대","13",5
"2276",6,"고려대","13",6
"2277",6,"국민대","13",2
"2278",6,"동국대","13",1
"2279",6,"동서대","13",1
"2280",6,"동아대","13",9
"2281",6,"동의대","13",1
"2282",6,"부경대","13",1
"2283",6,"부산대","13",5
"2284",6,"서울대","13",2
"2285",6,"성균관대","13",5
"2286",6,"성신여대","13",2
"2287",6,"숙명여대","13",4
"2288",6,"숭실대","13",2
"2289",6,"연세대","13",6
"2290",1,"강원대","14",3
"2291",1,"건국대","14",5
"2292",1,"경찰대","14",2
"2293",1,"경희대","14",1
"2294",1,"고려대","14",5
"2295",1,"광운대","14",1
"2296",1,"서울대","14",5
"2297",1,"성균관대","14",4
"2298",1,"성신여대","14",1
"2299",1,"연세대","14",2
"2300",1,"이화여대","14",6
"2301",1,"전남대","14",1
"2302",1,"중앙대","14",1
"2303",1,"한국외대","14",1
"2304",1,"한양대","14",1
"2305",1,"Columbia University","14",1
"2306",2,"건국대","14",3
"2307",2,"경찰대","14",1
"2308",2,"고려대","14",6
"2309",2,"광운대","14",1
"2310",2,"대구가톨릭대","14",1
"2311",2,"서강대","14",1
"2312",2,"서울대","14",8
"2313",2,"성균관대","14",3
"2314",2,"연세대","14",6
"2315",2,"이화여대","14",4
"2316",2,"한국외대","14",1
"2317",2,"한양대","14",1
"2318",2,"University of illinois at chicago","14",1
"2319",2,"University of Michigan","14",1
"2320",2,"Ohio State University","14",1
"2321",3,"건국대","14",1
"2322",3,"경북대","14",21
"2323",3,"경찰대","14",10
"2324",3,"경희대","14",2
"2325",3,"고려대","14",13
"2326",3,"동국대","14",2
"2327",3,"서강대","14",2
"2328",3,"서울대","14",12
"2329",3,"서울시립대","14",5
"2330",3,"성균관대","14",8
"2331",3,"아주대","14",1
"2332",3,"연세대","14",17
"2333",3,"영남대","14",3
"2334",3,"울산과기대","14",2
"2335",3,"이화여대","14",9
"2336",3,"한국예술종합학교","14",1
"2337",3,"한국외대","14",3
"2338",3,"한양대","14",9
"2339",3,"Peking University","14",1
"2340",3,"Carnegie Mellon University","14",1
"2341",4,"경찰대","14",1
"2342",4,"경희대","14",14
"2343",4,"고려대","14",9
"2344",4,"국민대","14",1
"2345",4,"부산대","14",1
"2346",4,"서강대","14",2
"2347",4,"서울대","14",8
"2348",4,"성균관대","14",2
"2349",4,"연세대","14",8
"2350",4,"이화여대","14",6
"2351",4,"포항공대","14",1
"2352",4,"카이스트","14",3
"2353",4,"한동대","14",1
"2354",4,"한림대","14",4
"2355",4,"한양대","14",1
"2356",4,"홍익대","14",1
"2357",5,"경찰대","14",1
"2358",5,"고려대","14",55
"2359",5,"부산대","14",1
"2360",5,"서울대","14",43
"2361",5,"성균관대","14",1
"2362",5,"연세대","14",11
"2363",5,"이화여대","14",2
"2364",5,"카이스트","14",2
"2365",5,"한양대","14",1
"2366",5,"Waseda University","14",1
"2367",5,"Georgetown University","14",1
"2368",5,"University of California","14",2
"2369",5,"Brown University","14",1
"2370",5,"Bowdoin College","14",1
"2371",5,"Tufts University","14",1
"2372",5,"Tulane University","14",1
"2373",5,"Emory University","14",1
"2374",5,"university of pennsylvania","14",1
"2375",6,"이화여대","14",2
"2376",6,"충남대","14",1
"2377",6,"한국외대","14",3
"2378",6,"한양대","14",11
"2379",6,"정법대","14",1
"2380",6,"University of South","14",1
"2381",6,"Cornell University","14",1
"2382",7,"연세대","14",17
"2383",7,"이화여대","14",12
"2384",7,"중앙대","14",1
"2385",7,"한국외대","14",2
"2386",7,"한국해양대","14",1
"2387",7,"한동대","14",3
"2388",7,"한양대","14",6
"2389",7,"건국대","14",1
"2390",7,"경북대","14",1
"2391",7,"경희대","14",1
"2392",7,"고려대","14",17
"2393",7,"부경대","14",2
"2394",7,"부산대","14",13
"2395",7,"서강대","14",9
"2396",7,"서울대","14",26
"2397",7,"성균관대","14",9
"2398",8,"경북대","14",1
"2399",8,"고려대","14",8
"2400",8,"동국대","14",1
"2401",8,"서강대","14",7
"2402",8,"서울대","14",6
"2403",8,"연세대","14",15
"2404",8,"이화여대","14",2
"2405",9,"경찰대","14",3
"2406",9,"경희대","14",1
"2407",9,"고려대","14",16
"2408",9,"서강대","14",1
"2409",9,"서울대","14",100
"2410",9,"성균관대","14",1
"2411",9,"숙명여대","14",1
"2412",9,"연세대","14",16
"2413",9,"중앙대","14",1
"2414",9,"포항공대","14",1
"2415",7,"University of California","14",1
"2416",8,"카이스트","14",1
"2417",8,"Waseda University","14",1
"2418",9,"카이스트","14",6
"2419",9,"Columbia University","14",1
"2420",9,"Dartmouth College","14",1
"2421",10,"건국대","14",1
"2422",10,"광운대","14",1
"2423",10,"국민대","14",1
"2424",10,"서강대","14",4
"2425",10,"서울대","14",13
"2426",10,"서울시립대","14",5
"2427",10,"성균관대","14",3
"2428",10,"숙명여대","14",1
"2429",10,"연세대","14",9
"2430",10,"이화여대","14",6
"2431",10,"인하대","14",1
"2432",10,"충남대","14",1
"2433",10,"학점은행","14",1
"2434",10,"한양대","14",3
"2435",11,"건국대","14",1
"2436",11,"경찰대","14",1
"2437",11,"경희대","14",1
"2438",11,"고려대","14",5
"2439",11,"부산대","14",1
"2440",11,"서강대","14",1
"2441",11,"서울대","14",26
"2442",11,"서울시립대","14",2
"2443",11,"성균관대","14",64
"2444",11,"숙명여대","14",1
"2445",11,"연세대","14",7
"2446",11,"이화여대","14",4
"2447",11,"중앙대","14",2
"2448",11,"포항공대","14",2
"2449",11,"한양대","14",3
"2450",11,"해군사관학교","14",1
"2451",9,"University of Chicago","14",1
"2452",9,"University of California","14",1
"2453",9,"university of pennsylvania","14",1
"2454",9,"Yale University","14",1
"2455",12,"경찰대","14",2
"2456",12,"경희대","14",2
"2457",12,"고려대","14",10
"2458",12,"서강대","14",2
"2459",12,"서울대","14",10
"2460",12,"성균관대","14",3
"2461",12,"아주대","14",5
"2462",12,"연세대","14",9
"2463",12,"원광대","14",1
"2464",12,"중앙대","14",1
"2465",12,"한국외대","14",1
"2466",12,"한양대","14",3
"2467",13,"서울시립대","14",2
"2468",13,"연세대","14",71
"2469",13,"이화여대","14",1
"2470",13,"포항공대","14",2
"2471",13,"한국외대","14",1
"2472",13,"한양대","14",2
"2473",11,"Universilty of Pennsylvania","14",1
"2474",11,"london school of economics","14",1
"2475",11,"Washington Univ. in St.Louis","14",1
"2476",12,"카이스트","14",1
"2477",12,"Haverford College","14",1
"2478",13,"경찰대","14",3
"2479",13,"고려대","14",5
"2480",13,"서울대","14",36
"2481",14,"건국대","14",1
"2482",14,"경북대","14",4
"2483",14,"경인교대","14",1
"2484",14,"경희대","14",4
"2485",14,"고려대","14",8
"2486",14,"광운대","14",1
"2487",14,"덕성여대","14",1
"2488",14,"동국대","14",2
"2489",14,"부산대","14",2
"2490",14,"서울대","14",5
"2491",14,"서울시립대","14",1
"2492",14,"성균관대","14",13
"2493",14,"아주대","14",1
"2494",14,"연세대","14",6
"2495",14,"영남대","14",5
"2496",14,"이화여대","14",1
"2497",14,"인하대","14",1
"2498",14,"중앙대","14",1
"2499",14,"한국외대","14",8
"2500",14,"한양대","14",4
"2501",14,"홍익대","14",1
"2502",13,"카이스트","14",1
"2503",15,"가톨릭대","14",1
"2504",15,"건국대","14",4
"2505",15,"경기대","14",1
"2506",15,"경북대","14",2
"2507",15,"경희대","14",4
"2508",15,"계명대","14",1
"2509",15,"고려대","14",1
"2510",15,"단국대","14",3
"2511",15,"덕성여대","14",1
"2512",15,"동아대","14",2
"2513",15,"목포해양대","14",1
"2514",15,"부경대","14",1
"2515",15,"부산대","14",3
"2516",15,"서강대","14",1
"2517",15,"서울대","14",3
"2518",15,"서울시립대","14",1
"2519",15,"성공회대","14",1
"2520",15,"성균관대","14",3
"2521",15,"성신여대","14",1
"2522",15,"연세대","14",2
"2523",15,"원광대","14",5
"2524",15,"을지대","14",1
"2525",15,"이화여대","14",3
"2526",15,"인하대","14",1
"2527",15,"전북대","14",3
"2528",15,"충북대","14",1
"2529",15,"학점은행","14",3
"2530",15,"한양대","14",7
"2531",15,"홍익대","14",1
"2532",16,"경희대","14",1
"2533",16,"고려대","14",16
"2534",16,"부산대","14",1
"2535",16,"서울교대","14",1
"2536",16,"서울대","14",13
"2537",16,"숙명여대","14",1
"2538",16,"숭실대","14",1
"2539",16,"아주대","14",1
"2540",16,"연세대","14",18
"2541",16,"이화여대","14",41
"2542",16,"한국외대","14",2
"2543",16,"한양대","14",4
"2544",13,"Duke Univeristy","14",1
"2545",17,"강원대","14",1
"2546",17,"건국대","14",1
"2547",17,"경인교대","14",1
"2548",17,"경희대","14",1
"2549",17,"고려대","14",10
"2550",17,"서강대","14",4
"2551",17,"서울대","14",10
"2552",17,"성균관대","14",1
"2553",17,"숙명여대","14",1
"2554",17,"연세대","14",9
"2555",17,"이화여대","14",3
"2556",17,"인하대","14",2
"2557",17,"한국외대","14",2
"2558",17,"한양대","14",4
"2559",18,"건국대","14",3
"2560",18,"경희대","14",9
"2561",18,"고려대","14",10
"2562",18,"광운대","14",1
"2563",18,"동국대","14",2
"2564",18,"목포해양대","14",1
"2565",18,"부경대","14",1
"2566",18,"부산대","14",1
"2567",18,"서강대","14",3
"2568",18,"서울대","14",11
"2569",18,"서울시립대","14",3
"2570",18,"성균관대","14",8
"2571",18,"성신여대","14",1
"2572",18,"숙명여대","14",3
"2573",18,"연세대","14",10
"2574",18,"이화여대","14",9
"2575",18,"인하대","14",1
"2576",18,"전남대","14",26
"2577",18,"전북대","14",3
"2578",18,"조선대","14",2
"2579",18,"중앙대","14",3
"2580",18,"한국방통대","14",2
"2581",18,"한국외대","14",1
"2582",18,"한국항공대","14",2
"2583",18,"한성대","14",1
"2584",18,"한양대","14",6
"2585",18,"홍익대","14",1
"2586",19,"가톨릭대","14",1
"2587",19,"건국대","14",1
"2588",19,"경북대","14",1
"2589",19,"경찰대","14",1
"2590",19,"경희대","14",6
"2591",19,"고려대","14",10
"2592",19,"단국대","14",1
"2593",19,"동아대","14",1
"2594",19,"명지대","14",1
"2595",19,"목포해양대","14",1
"2596",19,"부산대","14",1
"2597",19,"서강대","14",4
"2598",19,"서울대","14",5
"2599",19,"서울시립대","14",3
"2600",19,"성균관대","14",2
"2601",19,"성신여대","14",1
"2602",19,"세종대","14",1
"2603",19,"숙명여대","14",2
"2604",19,"숭실대","14",1
"2605",19,"연세대","14",6
"2606",19,"이화여대","14",2
"2607",19,"인하대","14",2
"2608",19,"전북대","14",11
"2609",19,"조선대","14",1
"2610",19,"중앙대","14",5
"2611",19,"충북대","14",1
"2612",19,"한국외대","14",3
"2613",19,"한동대","14",2
"2614",19,"한양대","14",5
"2615",19,"홍익대","14",1
"2616",16,"기타 외국대","14",3
"2617",20,"가천대","14",1
"2618",20,"경희대","14",7
"2619",20,"고려대","14",8
"2620",20,"단국대","14",1
"2621",20,"부산대","14",1
"2622",20,"서울대","14",4
"2623",20,"성균관대","14",3
"2624",20,"숙명여대","14",1
"2625",20,"아주대","14",2
"2626",20,"이화여대","14",3
"2627",20,"전남대","14",1
"2628",20,"제주대","14",3
"2629",20,"충북대","14",1
"2630",20,"학점은행","14",1
"2631",20,"한국외대","14",3
"2632",17,"University of Melbourne","14",1
"2633",17,"Michigan State University","14",1
"2634",21,"건국대","14",2
"2635",21,"경찰대","14",1
"2636",21,"경희대","14",1
"2637",21,"고려대","14",5
"2638",21,"서강대","14",1
"2639",21,"서울대","14",9
"2640",21,"성균관대","14",6
"2641",21,"숙명여대","14",2
"2642",21,"연세대","14",6
"2643",21,"이화여대","14",5
"2644",21,"중앙대","14",14
"2645",17,"Universtiy of California","14",1
"2646",22,"가톨릭대","14",2
"2647",22,"건국대","14",3
"2648",22,"경인교대","14",1
"2649",22,"경찰대","14",1
"2650",22,"경희대","14",11
"2651",22,"고려대","14",7
"2652",22,"공군사관학교","14",1
"2653",22,"국민대","14",1
"2654",22,"동국대","14",2
"2655",22,"동아대","14",1
"2656",22,"부산대","14",1
"2657",22,"상명대","14",1
"2658",22,"서강대","14",6
"2659",22,"서울대","14",6
"2660",22,"서울시립대","14",1
"2661",22,"성균관대","14",8
"2662",22,"숙명여대","14",3
"2663",22,"숭실대","14",1
"2664",22,"아주대","14",1
"2665",22,"연세대","14",13
"2666",22,"영남대","14",1
"2667",22,"육군사관학교","14",1
"2668",22,"을지의과대","14",1
"2669",22,"이화여대","14",9
"2670",22,"인하대","14",2
"2671",22,"중앙대","14",1
"2672",22,"충남대","14",2
"2673",22,"포항공대","14",1
"2674",22,"한국기술교육대","14",1
"2675",22,"한국외대","14",4
"2676",22,"한동대","14",1
"2677",22,"한양대","14",11
"2678",18,"University of Iowa","14",1
"2679",18,"University of Melbourne","14",1
"2680",23,"가톨릭대","14",3
"2681",23,"건국대","14",2
"2682",23,"경찰대","14",1
"2683",23,"경희대","14",5
"2684",23,"고려대","14",9
"2685",23,"국민대","14",1
"2686",23,"동국대","14",1
"2687",23,"부산대","14",3
"2688",23,"서울대","14",3
"2689",23,"성균관대","14",4
"2690",23,"세종대","14",1
"2691",23,"숙명여대","14",2
"2692",23,"아주대","14",1
"2693",23,"연세대","14",5
"2694",23,"이화여대","14",12
"2695",23,"인하대","14",2
"2696",23,"중앙대","14",1
"2697",23,"충남대","14",2
"2698",23,"충북대","14",5
"2699",18,"University of Texas","14",1
"2700",23,"한국외대","14",3
"2701",23,"한동대","14",2
"2702",23,"한양대","14",6
"2703",23,"홍익대","14",1
"2704",18,"York University","14",1
"2705",19,"Peking University","14",1
"2706",24,"경찰대","14",1
"2707",24,"고려대","14",18
"2708",24,"대구가톨릭대","14",1
"2709",24,"서울대","14",10
"2710",24,"서울시립대","14",1
"2711",24,"성균관대","14",1
"2712",24,"연세대","14",5
"2713",24,"육군사관학교","14",1
"2714",24,"전남대","14",1
"2715",24,"한국방통대","14",1
"2716",24,"한국외대","14",6
"2717",24,"한국항공대","14",1
"2718",24,"한양대","14",2
"2719",25,"경찰대","14",1
"2720",25,"고려대","14",17
"2721",25,"서강대","14",1
"2722",25,"서울대","14",35
"2723",25,"연세대","14",20
"2724",25,"이화여대","14",4
"2725",25,"인하대","14",1
"2726",25,"한양대","14",23
"2727",21,"카이스트","14",1
"2728",21,"University of Maryland","14",1
"2729",24,"University of Michigan","14",1
"2730",25,"카이스트","14",2
"2731",25,"University of California","14",1
"2732",6,"건국대","14",1
"2733",6,"경북대","14",1
"2734",6,"경희대","14",2
"2735",6,"고려대","14",14
"2736",6,"대구대","14",1
"2737",6,"동아대","14",14
"2738",6,"부산대","14",3
"2739",6,"서강대","14",1
"2740",6,"서울대","14",10
"2741",6,"성균관대","14",7
"2742",6,"숭실대","14",1
"2743",6,"연세대","14",6
"2744",1,"강원대","15",3
"2745",1,"건국대","15",3
"2746",1,"경북대","15",1
"2747",1,"경희대","15",2
"2748",1,"고려대","15",9
"2749",1,"부산대","15",1
"2750",1,"서울대","15",3
"2751",1,"서울시립대","15",3
"2752",1,"성신여대","15",1
"2753",1,"세종대","15",1
"2754",1,"숙명여대","15",1
"2755",1,"연세대","15",1
"2756",1,"이화여대","15",3
"2757",1,"학점은행","15",1
"2758",1,"한국외대","15",3
"2759",1,"한림대","15",1
"2760",1,"한양대","15",2
"2761",1,"홍익대","15",1
"2762",2,"건국대","15",9
"2763",2,"고려대","15",2
"2764",2,"서강대","15",3
"2765",2,"서울대","15",8
"2766",2,"성균관대","15",1
"2767",2,"숙명여대","15",2
"2768",2,"연세대","15",2
"2769",2,"이화여대","15",7
"2770",2,"한동대","15",2
"2771",2,"한양대","15",2
"2772",2,"홍익대","15",1
"2773",2,"Emory Universtiy","15",1
"2774",2,"Johns Hopkins","15",1
"2775",3,"경북대","15",22
"2776",3,"경찰대","15",4
"2777",3,"경희대","15",2
"2778",3,"계명대","15",1
"2779",3,"고려대","15",19
"2780",3,"대구가룰릭대","15",1
"2781",3,"서강대","15",3
"2782",3,"서울교대","15",1
"2783",3,"서울대","15",16
"2784",3,"성균관대","15",10
"2785",3,"연세대","15",16
"2786",3,"육군사관학교","15",2
"2787",3,"을지대","15",1
"2788",3,"이화여대","15",6
"2789",3,"중앙대","15",3
"2790",3,"포항공대","15",1
"2791",3,"카이스트","15",1
"2792",3,"한국외대","15",3
"2793",3,"한동대","15",3
"2794",3,"한양대","15",9
"2795",3,"홍익대","15",2
"2796",4,"경찰대","15",3
"2797",4,"경희대","15",11
"2798",4,"고려대","15",13
"2799",4,"동국대","15",2
"2800",4,"서강대","15",2
"2801",4,"서울대","15",8
"2802",4,"성균관대","15",1
"2803",4,"숙명여대","15",2
"2804",4,"연세대","15",14
"2805",4,"이화여대","15",1
"2806",4,"한국외대","15",1
"2807",4,"한국항공대","15",1
"2808",4,"한림대","15",3
"2809",5,"경찰대","15",4
"2810",5,"고려대","15",59
"2811",5,"서강대","15",1
"2812",5,"서울대","15",47
"2813",5,"연세대","15",4
"2814",5,"이화여대","15",2
"2815",5,"포항공대","15",1
"2816",5,"카이스트","15",1
"2817",5,"학점은행","15",1
"2818",5,"한양대","15",1
"2819",5,"New York University","15",1
"2820",5,"Stanford University","15",1
"2821",5,"University of California","15",1
"2822",5,"University of Virginia","15",1
"2823",5,"Wesleyan University","15",1
"2824",6,"영산대","15",1
"2825",6,"이화여대","15",7
"2826",6,"전남대","15",1
"2827",6,"중앙대","15",1
"2828",6,"한국예술종합학교","15",1
"2829",6,"한국외대","15",1
"2830",6,"한양대","15",2
"2831",6,"홍익대","15",1
"2832",6,"카이스트","15",1
"2833",6,"Waseda University","15",1
"2834",6,"Carnegie Mellon University","15",1
"2835",7,"숙명여대","15",1
"2836",7,"연세대","15",20
"2837",7,"영남대","15",1
"2838",7,"이화여대","15",10
"2839",7,"중앙대","15",2
"2840",6,"University of Minnesota","15",1
"2841",7,"한국외대","15",4
"2842",7,"한국해양대","15",2
"2843",7,"한양대","15",11
"2844",7,"건국대","15",2
"2845",7,"경찰대","15",1
"2846",7,"경희대","15",1
"2847",7,"고려대","15",15
"2848",7,"동국대","15",1
"2849",7,"동아대","15",1
"2850",7,"부경대","15",1
"2851",7,"부산대","15",23
"2852",7,"서강대","15",4
"2853",7,"서울대","15",16
"2854",7,"성균관대","15",9
"2855",8,"경희대","15",1
"2856",8,"고려대","15",8
"2857",8,"서강대","15",3
"2858",8,"서울대","15",12
"2859",8,"성균관대","15",1
"2860",8,"연세대","15",13
"2861",8,"이화여대","15",1
"2862",8,"차의과대학","15",1
"2863",9,"경찰대","15",3
"2864",9,"고려대","15",13
"2865",9,"서강대","15",1
"2866",9,"서울대","15",100
"2867",9,"성균관대","15",3
"2868",9,"연세대","15",18
"2869",9,"충남대","15",1
"2870",9,"포항공대","15",2
"2871",9,"한국외대","15",1
"2872",9,"한양대","15",2
"2873",7,"Waseda University","15",1
"2874",7,"University College London","15",1
"2875",8,"Moscow state law University","15",1
"2876",9,"카이스트","15",6
"2877",9,"Cornell University","15",1
"2878",9,"Dartmouth College","15",1
"2879",10,"강원대","15",1
"2880",10,"경희대","15",1
"2881",10,"고려대","15",9
"2882",10,"국민대","15",1
"2883",10,"동국대","15",1
"2884",10,"서강대","15",1
"2885",10,"서울대","15",14
"2886",10,"서울시립대","15",11
"2887",10,"연세대","15",10
"2888",10,"이화여대","15",2
"2889",10,"한국외대","15",1
"2890",10,"한양대","15",3
"2891",11,"건국대","15",1
"2892",11,"경찰대","15",3
"2893",11,"경희대","15",1
"2894",11,"고려대","15",8
"2895",11,"서강대","15",1
"2896",11,"서울대","15",31
"2897",11,"성균관대","15",51
"2898",11,"연세대","15",16
"2899",11,"이화여대","15",4
"2900",11,"중앙대","15",2
"2901",11,"학점은행","15",1
"2902",11,"한국외대","15",1
"2903",9,"University of Chicago","15",1
"2904",11,"카이스트","15",3
"2905",11,"Peking University","15",1
"2906",11,"Waseda University","15",2
"2907",12,"고려대","15",14
"2908",12,"서강대","15",5
"2909",12,"서울대","15",11
"2910",12,"서울시립대","15",1
"2911",12,"성균관대","15",4
"2912",12,"숙명여대","15",1
"2913",12,"아주대","15",4
"2914",12,"연세대","15",4
"2915",12,"이화여대","15",3
"2916",12,"한양대","15",4
"2917",13,"성균관대","15",1
"2918",13,"순천향대","15",1
"2919",13,"연세대","15",67
"2920",13,"이화여대","15",2
"2921",13,"학점은행","15",1
"2922",13,"한국방통대","15",1
"2923",13,"한국외대","15",1
"2924",13,"한양대","15",2
"2925",13,"건국대","15",1
"2926",13,"경찰대","15",2
"2927",13,"고려대","15",3
"2928",13,"서울대","15",40
"2929",14,"건국대","15",2
"2930",14,"경북대","15",2
"2931",14,"경희대","15",3
"2932",14,"고려대","15",6
"2933",14,"단국대","15",2
"2934",14,"독학사","15",1
"2935",14,"부산대","15",5
"2936",14,"서울대","15",5
"2937",14,"서울시립대","15",2
"2938",14,"성균관대","15",1
"2939",14,"숙명여대","15",1
"2940",14,"연세대","15",5
"2941",14,"영남대","15",8
"2942",14,"원광대","15",1
"2943",14,"이화여대","15",3
"2944",14,"인천대","15",1
"2945",14,"인하대","15",4
"2946",14,"전남대","15",2
"2947",14,"제주대","15",1
"2948",14,"중앙대","15",3
"2949",14,"충남대","15",4
"2950",14,"학점은행","15",2
"2951",14,"한국외대","15",1
"2952",14,"한동대","15",2
"2953",14,"한양대","15",3
"2954",13,"카이스트","15",2
"2955",15,"가톨릭대","15",1
"2956",15,"건국대","15",4
"2957",15,"경찰대","15",1
"2958",15,"경희대","15",7
"2959",15,"고려대","15",1
"2960",15,"단국대","15",1
"2961",15,"동국대","15",3
"2962",15,"명지대","15",1
"2963",15,"부산대","15",1
"2964",15,"부산외대","15",1
"2965",15,"서강대","15",4
"2966",15,"서울대","15",3
"2967",15,"성균관대","15",4
"2968",15,"성신여대","15",1
"2969",15,"숭실대","15",1
"2970",15,"아주대","15",1
"2971",15,"연세대","15",2
"2972",15,"원광대","15",3
"2973",15,"이화여대","15",4
"2974",15,"인제대","15",2
"2975",15,"전남대","15",4
"2976",15,"전북대","15",5
"2977",15,"조선대","15",1
"2978",15,"학점은행","15",2
"2979",15,"한국외대","15",4
"2980",15,"한양대","15",2
"2981",16,"건국대","15",2
"2982",16,"고려대","15",20
"2983",16,"서강대","15",2
"2984",16,"서울대","15",17
"2985",16,"성균관대","15",1
"2986",16,"숙명여대","15",2
"2987",16,"연세대","15",17
"2988",16,"이화여대","15",29
"2989",16,"중앙대","15",1
"2990",16,"한양대","15",1
"2991",13,"Duke Univeristy","15",1
"2992",17,"경찰대","15",1
"2993",17,"계명대","15",1
"2994",17,"고려대","15",9
"2995",17,"단국대","15",1
"2996",17,"동국대","15",1
"2997",17,"서강대","15",4
"2998",17,"서울대","15",8
"2999",17,"서울시립대","15",1
"3000",17,"성균관대","15",3
"3001",17,"숙명여대","15",1
"3002",17,"숭실대","15",1
"3003",17,"연세대","15",7
"3004",17,"이화여대","15",3
"3005",17,"인천대","15",1
"3006",17,"인하대","15",2
"3007",13,"Georgetown University","15",1
"3008",17,"한양대","15",3
"3009",17,"홍익대","15",2
"3010",13,"University of HongKong","15",1
"3011",14,"카이스트","15",1
"3012",18,"가톨릭대","15",1
"3013",18,"건국대","15",2
"3014",18,"경찰대","15",2
"3015",18,"경희대","15",3
"3016",18,"고려대","15",9
"3017",18,"단국대","15",1
"3018",18,"덕성여대","15",1
"3019",18,"동국대","15",2
"3020",18,"명지대","15",1
"3021",18,"배재대","15",1
"3022",18,"부산대","15",1
"3023",18,"서울대","15",10
"3024",18,"서울시립대","15",1
"3025",18,"성공회대","15",1
"3026",18,"성균관대","15",11
"3027",18,"숙명여대","15",5
"3028",18,"순천대","15",1
"3029",18,"숭실대","15",2
"3030",18,"연세대","15",5
"3031",18,"영산대","15",1
"3032",18,"이화여대","15",9
"3033",18,"전남대","15",24
"3034",18,"전북대","15",1
"3035",18,"조선대","15",2
"3036",18,"중앙대","15",2
"3037",18,"한국외대","15",6
"3038",18,"한동대","15",4
"3039",18,"한양대","15",11
"3040",18,"홍익대","15",3
"3041",19,"가천대","15",1
"3042",19,"강원대","15",1
"3043",19,"건국대","15",2
"3044",19,"경찰대","15",5
"3045",19,"경희대","15",5
"3046",19,"고려대","15",6
"3047",19,"단국대","15",2
"3048",19,"대구가톨릭대","15",1
"3049",19,"부경대","15",1
"3050",19,"부산대","15",1
"3051",19,"상명대","15",1
"3052",19,"서강대","15",2
"3053",19,"서울대","15",3
"3054",19,"서울시립대","15",1
"3055",19,"서울여대","15",1
"3056",19,"성공회대","15",1
"3057",19,"성균관대","15",6
"3058",19,"숙명여대","15",5
"3059",19,"영산대","15",1
"3060",19,"원광대","15",2
"3061",19,"이화여대","15",3
"3062",19,"인하대","15",2
"3063",19,"전남대","15",2
"3064",19,"전북대","15",6
"3065",19,"조선대","15",3
"3066",19,"중앙대","15",3
"3067",19,"청주대","15",1
"3068",19,"학점은행","15",1
"3069",19,"한국방통대","15",1
"3070",19,"한국외대","15",1
"3071",19,"한림대","15",1
"3072",19,"한양대","15",8
"3073",19,"홍익대","15",2
"3074",16,"기타 외국대","15",8
"3075",20,"경찰대","15",1
"3076",20,"경희대","15",9
"3077",20,"고려대","15",3
"3078",20,"글로벌사이버대","15",1
"3079",20,"대구외대","15",1
"3080",20,"덕성여대","15",1
"3081",20,"동국대","15",1
"3082",20,"명지대","15",1
"3083",20,"부산대","15",2
"3084",20,"서울과기대","15",1
"3085",20,"서울대","15",1
"3086",20,"성균관대","15",2
"3087",20,"성신여대","15",1
"3088",20,"연세대","15",6
"3089",20,"이화여대","15",2
"3090",20,"전남대","15",1
"3091",20,"제주교대","15",1
"3092",20,"제주대","15",1
"3093",20,"한국방통대","15",1
"3094",20,"한국외대","15",1
"3095",20,"한세대","15",1
"3096",20,"한양대","15",1
"3097",17,"카이스트","15",1
"3098",21,"건국대","15",1
"3099",21,"고려대","15",11
"3100",21,"서울대","15",6
"3101",21,"성균관대","15",3
"3102",21,"연세대","15",14
"3103",21,"이화여대","15",4
"3104",21,"중앙대","15",12
"3105",21,"한국외대","15",1
"3106",22,"가천대","15",1
"3107",22,"건국대","15",1
"3108",22,"경찰대","15",1
"3109",22,"경희대","15",6
"3110",22,"고려대","15",10
"3111",22,"공군사관학교","15",1
"3112",22,"국민대","15",2
"3113",22,"동국대","15",2
"3114",22,"동아대","15",1
"3115",22,"서강대","15",3
"3116",22,"서울대","15",10
"3117",22,"서울시립대","15",3
"3118",22,"성공회대","15",1
"3119",22,"성균관대","15",9
"3120",22,"숭실대","15",1
"3121",22,"아주대","15",1
