"","schoolindex","school","year","value"
"3122",22,"연세대","15",5
"3123",22,"이화여대","15",8
"3124",22,"전남대","15",1
"3125",22,"제주대","15",1
"3126",22,"중앙대","15",2
"3127",22,"충남대","15",13
"3128",22,"충북대","15",1
"3129",22,"한동대","15",3
"3130",22,"한양대","15",13
"3131",22,"호서대","15",1
"3132",22,"홍익대","15",2
"3133",18,"State Univerisity of New York","15",1
"3134",23,"건국대","15",1
"3135",23,"경북대","15",1
"3136",23,"경희대","15",5
"3137",23,"고려대","15",2
"3138",23,"국민대","15",2
"3139",23,"단국대","15",2
"3140",23,"대전대","15",1
"3141",23,"덕성여대","15",1
"3142",23,"동국대","15",3
"3143",23,"명지대","15",1
"3144",23,"부산대","15",1
"3145",23,"서강대","15",2
"3146",23,"서울대","15",2
"3147",23,"성균관대","15",2
"3148",23,"성신여대","15",1
"3149",23,"숙명여대","15",5
"3150",23,"숭실대","15",2
"3151",23,"숭실사이버대","15",1
"3152",23,"아주대","15",3
"3153",23,"연세대","15",4
"3154",23,"이화여대","15",6
"3155",23,"중앙대","15",3
"3156",23,"충남대","15",2
"3157",23,"충북대","15",7
"3158",23,"한국외대","15",3
"3159",23,"한양대","15",6
"3160",23,"홍익대","15",4
"3161",18,"Keio<U+00A0>University","15",1
"3162",24,"건국대","15",1
"3163",24,"고려대","15",8
"3164",24,"상명대","15",1
"3165",24,"서울대","15",10
"3166",24,"연세대","15",10
"3167",24,"이화여대","15",1
"3168",24,"한국외대","15",15
"3169",24,"한양대","15",6
"3170",25,"고려대","15",14
"3171",25,"국민대","15",1
"3172",25,"명지대","15",1
"3173",25,"서강대","15",4
"3174",25,"서울대","15",21
"3175",25,"성균관대","15",1
"3176",25,"연세대","15",31
"3177",25,"이화여대","15",6
"3178",25,"충북대","15",1
"3179",25,"포항공대","15",1
"3180",25,"한국외대","15",1
"3181",25,"한동대","15",1
"3182",25,"한양대","15",24
"3183",19,"기타 외국대","15",1
"3184",20,"Waseda University","15",1
"3185",20,"Peking University","15",1
"3186",20,"Tsinghua University","15",1
"3187",20,"University of Western","15",1
"3188",22,"카이스트","15",1
"3189",23,"카이스트","15",1
"3190",6,"건국대","15",2
"3191",6,"경북대","15",3
"3192",6,"고려대","15",11
"3193",6,"대구교대","15",1
"3194",6,"동아대","15",16
"3195",6,"부산대","15",5
"3196",6,"서강대","15",2
"3197",6,"서울대","15",7
"3198",6,"성균관대","15",6
"3199",6,"연세대","15",11
"3200",1,"강원대","16",4
"3201",1,"건국대","16",2
"3202",1,"경희대","16",3
"3203",1,"고려대","16",1
"3204",1,"동국대","16",1
"3205",1,"동덕여대","16",1
"3206",1,"명지대","16",1
"3207",1,"서강대","16",2
"3208",1,"서울대","16",3
"3209",1,"서울시립대","16",4
"3210",1,"성신여대","16",2
"3211",1,"숭실대","16",1
"3212",1,"연세대","16",3
"3213",1,"이화여대","16",2
"3214",1,"인천대","16",1
"3215",1,"조선대","16",1
"3216",1,"중앙대","16",2
"3217",1,"한국외대","16",3
"3218",1,"한양대","16",5
"3219",1,"홍익대","16",1
"3220",2,"건국대","16",7
"3221",2,"고려대","16",2
"3222",2,"국민대","16",1
"3223",2,"동국대","16",1
"3224",2,"서강대","16",3
"3225",2,"서울대","16",4
"3226",2,"숙명여대","16",2
"3227",2,"연세대","16",8
"3228",2,"이화여대","16",8
"3229",2,"한국외대","16",1
"3230",2,"한양대","16",3
"3231",2,"홍익대","16",1
"3232",2,"Waseda University","16",1
"3233",2,"University of illinois at chicago","16",1
"3234",3,"건국대","16",1
"3235",3,"경북대","16",20
"3236",3,"경상대","16",1
"3237",3,"경찰대","16",2
"3238",3,"경희대","16",2
"3239",3,"고려대","16",12
"3240",3,"대구교대","16",2
"3241",3,"서강대","16",3
"3242",3,"서울교대","16",1
"3243",3,"서울대","16",13
"3244",3,"성균관대","16",10
"3245",3,"숙명여대","16",4
"3246",3,"숭실대","16",1
"3247",3,"연세대","16",21
"3248",3,"영남대","16",1
"3249",3,"이화여대","16",6
"3250",3,"중앙대","16",7
"3251",3,"한국외대","16",1
"3252",3,"한동대","16",5
"3253",3,"한양대","16",17
"3254",3,"홍익대","16",2
"3255",4,"경인교대","16",1
"3256",4,"경희대","16",11
"3257",4,"고려대","16",8
"3258",4,"동국대","16",2
"3259",4,"서강대","16",1
"3260",4,"서울대","16",9
"3261",4,"성균관대","16",5
"3262",4,"숙명여대","16",4
"3263",4,"연세대","16",14
"3264",4,"이화여대","16",3
"3265",4,"중앙대","16",1
"3266",4,"카이스트","16",1
"3267",4,"학점은행","16",2
"3268",4,"한양대","16",1
"3269",4,"홍익대","16",3
"3270",5,"경찰대","16",1
"3271",5,"고려대","16",63
"3272",5,"서강대","16",1
"3273",5,"서울대","16",35
"3274",5,"연세대","16",6
"3275",5,"이화여대","16",4
"3276",5,"카이스트","16",7
"3277",5,"한국방통대","16",1
"3278",5,"한양대","16",3
"3279",5,"Cornell University","16",2
"3280",5,"The Hong Kong University","16",1
"3281",5,"University College London","16",1
"3282",5,"University of Notre Dame","16",1
"3283",5,"Washington University","16",1
"3284",6,"이화여대","16",6
"3285",6,"인제대","16",1
"3286",6,"중앙대","16",1
"3287",6,"진주교대","16",1
"3288",6,"창원대","16",1
"3289",6,"학점은행","16",1
"3290",6,"한국외대","16",1
"3291",6,"한국해양대","16",1
"3292",6,"한양대","16",3
"3293",6,"홍익대","16",2
"3294",6,"Nanjing University","16",1
"3295",6,"Peking University","16",2
"3296",7,"연세대","16",34
"3297",7,"원광대","16",1
"3298",7,"이화여대","16",5
"3299",7,"한국외대","16",1
"3300",7,"한국해양대","16",1
"3301",7,"한양대","16",9
"3302",6,"Emory University","16",1
"3303",6,"University of California","16",2
"3304",6,"Paris 10 University","16",1
"3305",7,"경찰대","16",1
"3306",7,"고려대","16",16
"3307",7,"동국대","16",2
"3308",7,"동아대","16",1
"3309",7,"부산대","16",24
"3310",7,"서강대","16",6
"3311",7,"서울대","16",14
"3312",7,"성균관대","16",7
"3313",8,"고려대","16",9
"3314",8,"서강대","16",4
"3315",8,"서울대","16",13
"3316",8,"성균관대","16",2
"3317",8,"아주대","16",1
"3318",8,"연세대","16",10
"3319",8,"이화여대","16",2
"3320",9,"가톨릭대","16",1
"3321",9,"건국대","16",1
"3322",9,"경찰대","16",3
"3323",9,"고려대","16",17
"3324",9,"서울대","16",99
"3325",9,"연세대","16",20
"3326",9,"이화여대","16",2
"3327",7,"카이스트","16",1
"3328",9,"한양대","16",2
"3329",9,"홍익대","16",1
"3330",7,"Waseda University","16",1
"3331",7,"Washington University","16",1
"3332",8,"카이스트","16",2
"3333",8,"Minnesota University","16",1
"3334",9,"카이스트","16",4
"3335",9,"Dartmouth College","16",1
"3336",10,"고려대","16",6
"3337",10,"광운대","16",1
"3338",10,"국민대","16",1
"3339",10,"단국대","16",1
"3340",10,"서강대","16",1
"3341",10,"서울대","16",14
"3342",10,"서울시립대","16",9
"3343",10,"성균관대","16",1
"3344",10,"숙명여대","16",1
"3345",10,"연세대","16",8
"3346",10,"이화여대","16",2
"3347",10,"인천대","16",1
"3348",9,"Harvard University","16",1
"3349",10,"한동대","16",2
"3350",10,"한양대","16",2
"3351",10,"홍익대","16",2
"3352",11,"가톨릭대","16",1
"3353",11,"경찰대","16",4
"3354",11,"경희대","16",2
"3355",11,"고려대","16",4
"3356",11,"단국대","16",1
"3357",11,"부산대","16",1
"3358",11,"서강대","16",5
"3359",11,"서울대","16",34
"3360",11,"서울시립대","16",1
"3361",11,"성균관대","16",38
"3362",11,"성신여대","16",1
"3363",11,"연세대","16",14
"3364",11,"이화여대","16",3
"3365",11,"중앙대","16",4
"3366",11,"한국외대","16",1
"3367",11,"한동대","16",1
"3368",11,"한양대","16",4
"3369",9,"University of California","16",1
"3370",9,"New York University","16",1
"3371",10,"카이스트","16",1
"3372",11,"카이스트","16",2
"3373",11,"Peking University","16",1
"3374",12,"경희대","16",2
"3375",12,"고려대","16",7
"3376",12,"국민대","16",1
"3377",12,"동국대","16",1
"3378",12,"명지대","16",1
"3379",12,"서강대","16",5
"3380",12,"서울대","16",10
"3381",12,"성균관대","16",5
"3382",12,"세종대","16",1
"3383",12,"숙명여대","16",1
"3384",12,"아주대","16",4
"3385",12,"연세대","16",6
"3386",12,"원광디지털대","16",1
"3387",12,"인하대","16",1
"3388",12,"중앙대","16",3
"3389",12,"한국교원대","16",1
"3390",12,"한양대","16",2
"3391",12,"홍익대","16",1
"3392",13,"성균관대","16",1
"3393",13,"연세대","16",71
"3394",13,"포항공대","16",1
"3395",13,"한양대","16",6
"3396",13,"홍익대","16",1
"3397",11,"Columbia University","16",1
"3398",11,"Cornell University","16",1
"3399",11,"State Univerisity of New York","16",1
"3400",11,"University of California","16",1
"3401",11,"University of British","16",1
"3402",11,"University of Toronto","16",1
"3403",12,"기타 외국대","16",2
"3404",13,"경찰대","16",2
"3405",13,"국민대","16",1
"3406",13,"고려대","16",5
"3407",13,"서강대","16",3
"3408",13,"서울대","16",29
"3409",14,"경북대","16",1
"3410",14,"경찰대","16",1
"3411",14,"경희대","16",3
"3412",14,"고려대","16",10
"3413",14,"단국대","16",1
"3414",14,"동국대","16",3
"3415",14,"동아대","16",1
"3416",14,"부산대","16",2
"3417",14,"서강대","16",1
"3418",14,"서울대","16",8
"3419",14,"서울시립대","16",1
"3420",14,"성균관대","16",8
"3421",14,"아주대","16",1
"3422",14,"연세대","16",4
"3423",14,"영남대","16",3
"3424",14,"이화여대","16",5
"3425",14,"전남대","16",3
"3426",14,"전북대","16",2
"3427",14,"중앙대","16",3
"3428",14,"학점은행","16",1
"3429",14,"한국방통대","16",1
"3430",14,"한국외대","16",2
"3431",14,"한동대","16",1
"3432",14,"한양대","16",4
"3433",13,"카이스트","16",3
"3434",15,"건국대","16",5
"3435",15,"경남대","16",1
"3436",15,"경희대","16",1
"3437",15,"고려대","16",3
"3438",15,"광운대","16",1
"3439",15,"국민대","16",1
"3440",15,"단국대","16",2
"3441",15,"대구가톨릭대","16",1
"3442",15,"대진대","16",1
"3443",15,"동국대","16",3
"3444",15,"부경대","16",1
"3445",15,"부산대","16",1
"3446",15,"부산외대","16",1
"3447",15,"상명대","16",1
"3448",15,"서울시립대","16",2
"3449",15,"성균관대","16",1
"3450",15,"성신여대","16",1
"3451",15,"수원대","16",1
"3452",15,"숙명여대","16",3
"3453",15,"아주대","16",4
"3454",15,"연세대","16",2
"3455",15,"원광대","16",1
"3456",15,"이화여대","16",1
"3457",15,"전남대","16",2
"3458",15,"전북대","16",4
"3459",15,"조선대","16",1
"3460",15,"중앙대","16",3
"3461",15,"학점은행","16",2
"3462",15,"한국외대","16",3
"3463",15,"한동대","16",1
"3464",15,"한양대","16",4
"3465",15,"홍익대","16",3
"3466",16,"건국대","16",1
"3467",16,"고려대","16",18
"3468",16,"동아대","16",1
"3469",16,"서강대","16",2
"3470",16,"서울대","16",14
"3471",16,"서울시립대","16",1
"3472",16,"성균관대","16",1
"3473",16,"연세대","16",22
"3474",16,"이화여대","16",33
"3475",16,"중앙대","16",1
"3476",16,"한국외대","16",1
"3477",16,"한양대","16",3
"3478",16,"미네소타대","16",1
"3479",13,"Duke Univeristy","16",2
"3480",17,"가톨릭대","16",1
"3481",17,"건국대","16",1
"3482",17,"경찰대","16",1
"3483",17,"고려대","16",6
"3484",17,"동아대","16",1
"3485",17,"서강대","16",2
"3486",17,"서울대","16",7
"3487",17,"성균관대","16",3
"3488",17,"숙명여대","16",1
"3489",17,"숭실대","16",1
"3490",17,"연세대","16",8
"3491",17,"이화여대","16",5
"3492",17,"인하대","16",4
"3493",17,"중앙대","16",1
"3494",17,"충남대","16",1
"3495",17,"학점은행","16",1
"3496",17,"한동대","16",1
"3497",17,"한양대","16",3
"3498",17,"홍익대","16",4
"3499",13,"University of California","16",1
"3500",13,"Emory University","16",1
"3501",13,"Columbia University","16",1
"3502",13,"University of Michigan","16",1
"3503",18,"가천대","16",1
"3504",18,"건국대","16",4
"3505",18,"경상대","16",1
"3506",18,"경희대","16",7
"3507",18,"고려대","16",8
"3508",18,"국민대","16",1
"3509",18,"단국대","16",2
"3510",18,"동국대","16",3
"3511",18,"배재대","16",1
"3512",18,"부산대","16",1
"3513",18,"서강대","16",7
"3514",18,"서울교대","16",1
"3515",18,"서울대","16",7
"3516",18,"서울시립대","16",3
"3517",18,"성균관대","16",10
"3518",18,"숙명여대","16",5
"3519",18,"순천대","16",1
"3520",18,"숭실대","16",2
"3521",18,"아주대","16",1
"3522",18,"연세대","16",7
"3523",18,"울산과기대","16",1
"3524",18,"이화여대","16",10
"3525",18,"인천대","16",1
"3526",18,"전남대","16",18
"3527",18,"전북대","16",1
"3528",18,"제주대","16",1
"3529",18,"조선대","16",4
"3530",18,"중앙대","16",2
"3531",18,"학점은행","16",1
"3532",18,"한국외대","16",7
"3533",18,"한동대","16",2
"3534",18,"한양대","16",7
"3535",18,"홍익대","16",2
"3536",19,"건국대","16",2
"3537",19,"경희대","16",3
"3538",19,"고려대","16",3
"3539",19,"광운대","16",1
"3540",19,"국민대","16",2
"3541",19,"군산대","16",2
"3542",19,"단국대","16",2
"3543",19,"동국대","16",2
"3544",19,"동양대","16",1
"3545",19,"서강대","16",3
"3546",19,"서울대","16",5
"3547",19,"서울시립대","16",1
"3548",19,"성균관대","16",6
"3549",19,"성신여대","16",1
"3550",19,"숙명여대","16",3
"3551",19,"아주대","16",2
"3552",19,"연세대","16",6
"3553",19,"이화여대","16",4
"3554",19,"전북대","16",9
"3555",19,"조선대","16",2
"3556",19,"중앙대","16",4
"3557",19,"충남대","16",1
"3558",19,"충북대","16",1
"3559",19,"학점은행","16",1
"3560",19,"한국외대","16",4
"3561",19,"한동대","16",1
"3562",19,"한양대","16",5
"3563",19,"홍익대","16",1
"3564",16,"카이스트","16",1
"3565",16,"American University","16",1
"3566",16,"New York University","16",1
"3567",16,"University of Chicago","16",1
"3568",20,"강원대","16",1
"3569",20,"가천대","16",1
"3570",20,"경희대","16",1
"3571",20,"고려대","16",2
"3572",20,"광운대","16",1
"3573",20,"국민대","16",1
"3574",20,"단국대","16",1
"3575",20,"덕성여대","16",1
"3576",20,"동국대","16",1
"3577",20,"동덕여대","16",1
"3578",20,"부산대","16",1
"3579",20,"서강대","16",1
"3580",20,"서울대","16",1
"3581",20,"서울시립대","16",1
"3582",20,"성균관대","16",4
"3583",20,"성신여대","16",1
"3584",20,"숙명여대","16",3
"3585",20,"연세대","16",2
"3586",20,"이화여대","16",4
"3587",20,"인제대","16",1
"3588",20,"제주대","16",4
"3589",20,"중앙대","16",3
"3590",20,"충북대","16",1
"3591",20,"한국외대","16",2
"3592",20,"한동대","16",1
"3593",20,"한양대","16",1
"3594",20,"복강대","16",1
"3595",17,"New York University","16",1
"3596",21,"고려대","16",9
"3597",21,"서울대","16",8
"3598",21,"성균관대","16",3
"3599",21,"연세대","16",12
"3600",21,"이화여대","16",3
"3601",21,"중앙대","16",15
"3602",21,"한양대","16",1
"3603",22,"가천대","16",2
"3604",22,"가톨릭대","16",1
"3605",22,"감리신학대","16",1
"3606",22,"건국대","16",2
"3607",22,"경희대","16",5
"3608",22,"고려대","16",13
"3609",22,"공주대","16",1
"3610",22,"국민대","16",1
"3611",22,"동국대","16",4
"3612",22,"동아대","16",2
"3613",22,"서강대","16",4
"3614",22,"서울대","16",6
"3615",22,"서울시립대","16",2
"3616",22,"선문대","16",1
"3617",22,"성균관대","16",7
"3618",22,"숙명여대","16",4
"3619",22,"연세대","16",8
"3620",22,"원광대","16",1
"3621",22,"이화여대","16",4
"3622",22,"인하대","16",1
"3623",22,"전남대","16",1
"3624",22,"충남대","16",15
"3625",22,"포항공대","16",1
"3626",22,"학점은행","16",1
"3627",22,"한국외대","16",4
"3628",22,"한동대","16",1
"3629",22,"한양대","16",9
"3630",22,"호서대","16",1
"3631",22,"홍익대","16",2
"3632",23,"경기대","16",1
"3633",23,"경희대","16",4
"3634",23,"고려대","16",1
"3635",23,"국민대","16",1
"3636",23,"단국대","16",2
"3637",23,"대전대","16",1
"3638",23,"덕성여대","16",1
"3639",23,"동국대","16",2
"3640",23,"부산대","16",1
"3641",23,"서강대","16",1
"3642",23,"서울대","16",2
"3643",23,"서울시립대","16",2
"3644",23,"성균관대","16",6
"3645",23,"성신여대","16",1
"3646",23,"숙명여대","16",8
"3647",23,"연세대","16",1
"3648",23,"영남대","16",1
"3649",23,"우석대","16",1
"3650",23,"이화여대","16",8
"3651",23,"전북대","16",1
"3652",23,"중앙대","16",2
"3653",23,"충남대","16",4
"3654",23,"충북대","16",1
"3655",23,"한국외대","16",4
"3656",23,"한동대","16",1
"3657",23,"한밭대","16",1
"3658",23,"한양대","16",4
"3659",23,"홍익대","16",7
"3660",18,"Peking University","16",1
"3661",24,"경찰대","16",2
"3662",24,"경희대","16",1
"3663",24,"고려대","16",12
"3664",24,"동국대","16",1
"3665",24,"서울대","16",11
"3666",24,"성균관대","16",3
"3667",24,"연세대","16",7
"3668",24,"이화여대","16",1
"3669",24,"한국외대","16",13
"3670",24,"한양대","16",1
"3671",25,"고려대","16",15
"3672",25,"서강대","16",1
"3673",25,"서울대","16",31
"3674",25,"연세대","16",21
"3675",25,"이화여대","16",3
"3676",25,"포항공대","16",1
"3677",25,"한동대","16",35
"3678",19,"기타 외국대","16",4
"3679",20,"Pennsylvania state University","16",1
"3680",21,"Eash China University of Political Science and Law","16",1
"3681",21,"Northwestern University","16",1
"3682",22,"카이스트","16",1
"3683",23,"University of California","16",1
"3684",23,"Stony Brook Universi","16",1
"3685",25,"Duke University","16",1
"3686",25,"Johns Hopkins","16",1
"3687",25,"university of pennsylvania","16",1
"3688",6,"강릉원주대","16",1
"3689",6,"경희대","16",2
"3690",6,"고려대","16",2
"3691",6,"대구가톨릭대","16",1
"3692",6,"동아대","16",18
"3693",6,"부경대","16",1
"3694",6,"부산대","16",4
"3695",6,"서울대","16",6
"3696",6,"성균관대","16",9
"3697",6,"세종대","16",1
"3698",6,"숙명여대","16",1
"3699",6,"숭실대","16",2
"3700",6,"연세대","16",7
"3701",1,"가톨릭대","17",2
"3702",1,"강원대","17",2
"3703",1,"건국대","17",3
"3704",1,"경희대","17",6
"3705",1,"고려대","17",3
"3706",1,"광운대","17",1
"3707",1,"동국대","17",2
"3708",1,"명지대","17",1
"3709",1,"부산외대","17",1
"3710",1,"서울대","17",1
"3711",1,"성균관대","17",3
"3712",1,"성신여대","17",1
"3713",1,"세종대","17",1
"3714",1,"숙명여대","17",2
"3715",1,"연세대","17",6
"3716",1,"이화여대","17",1
"3717",1,"인하대","17",1
"3718",1,"전남대","17",1
"3719",1,"한동대","17",1
"3720",1,"한림대","17",2
"3721",1,"한양대","17",2
"3722",1,"홍익대","17",2
"3723",5,"카이스트","17",2
"3724",5,"Oxford","17",2
"3725",5,"Rice University","17",1
"3726",5,"Columbia University","17",1
"3727",6,"Bangalore University","17",1
"3728",6,"indiana university bloomington","17",1
"3729",6,"Pennsylvania state University","17",1
"3730",6,"SUNY Buffalo","17",1
"3731",6,"University of California","17",1
"3732",6,"University of London","17",1
"3733",6,"University of South","17",2
"3734",6,"University of Toronto","17",1
"3735",6,"Waseda University","17",1
"3736",7,"Brandeis University","17",1
"3737",9,"기타 외국대","17",4
"3738",11,"카이스트","17",1
"3739",11,"기타 외국대","17",1
"3740",12,"기타 외국대","17",2
"3741",13,"Columbia University","17",1
"3742",13,"Brandeis University","17",1
"3743",13,"Swarthmore College","17",1
"3744",13,"카이스트","17",3
"3745",14,"Bristol University","17",1
"3746",15,"기타 외국대","17",1
"3747",16,"Bristol University","17",1
"3748",16,"UCLA","17",1
"3749",16,"UC Berkeley","17",1
"3750",16,"UC Sandiago","17",1
"3751",16,"University of Michigan","17",1
"3752",16,"Wesleyan University","17",1
"3753",21,"서강대","17",1
"3754",21,"숙명여대","17",2
"3755",21,"한국외대","17",1
"3756",21,"한양대","17",1
"3757",17,"기타 외국대","17",3
"3758",19,"기타 외국대","17",1
"3759",3,"고려대","17",24
"3760",3,"경북대","17",17
"3761",3,"이화여대","17",16
"3762",3,"한양대","17",12
"3763",3,"연세대","17",10
"3764",3,"서울대","17",9
"3765",3,"성균관대","17",6
"3766",3,"경찰대","17",6
"3767",3,"중앙대","17",5
"3768",3,"서강대","17",5
"3769",3,"영남대","17",4
"3770",3,"한동대","17",3
"3771",3,"한국외대","17",2
"3772",3,"경희대","17",2
"3773",3,"대구가톨릭대","17",1
"3774",3,"동국대","17",1
"3775",3,"동덕여대","17",1
"3776",3,"동아대","17",1
"3777",3,"숙명여대","17",1
"3778",3,"포항공대","17",1
"3779",3,"홍익대","17",1
"3780",4,"경찰대","17",1
"3781",4,"경희대","17",12
"3782",4,"고려대","17",13
"3783",4,"단국대","17",1
"3784",4,"동국대","17",4
"3785",4,"서울대","17",12
"3786",4,"성균관대","17",1
"3787",4,"성신여대","17",1
"3788",4,"세종대","17",1
"3789",4,"숙명여대","17",6
"3790",4,"연세대","17",3
"3791",4,"이화여대","17",2
"3792",4,"한국항공대","17",1
"3793",4,"한양대","17",6
"3794",4,"홍익대","17",2
"3795",20,"the pennsylvania state university","17",2
"3796",21,"카이스트","17",1
"3797",6,"가천대","17",1
"3798",6,"건국대","17",1
"3799",6,"경희대","17",5
"3800",6,"고려대","17",7
"3801",6,"국민대","17",1
"3802",6,"단국대","17",1
"3803",6,"대외경제무역대학교","17",1
"3804",6,"동국대","17",1
"3805",6,"동아대","17",8
"3806",6,"홍익대","17",1
"3807",6,"부산대","17",4
"3808",6,"서강대","17",2
"3809",6,"서울대","17",1
"3810",6,"성균관대","17",4
"3811",6,"성신여대","17",1
"3812",6,"숙명여대","17",3
"3813",6,"아주대","17",1
"3814",6,"연세대","17",5
"3815",6,"울산과기대","17",1
"3816",6,"울산대","17",3
"3817",6,"이화여대","17",7
"3818",6,"중앙대","17",2
"3819",6,"충남대","17",1
"3820",6,"한국외대","17",4
"3821",6,"한국항공대","17",1
"3822",6,"한양대","17",4
"3823",7,"건국대","17",1
"3824",7,"경희대","17",1
"3825",7,"고려대","17",23
"3826",7,"공군사관학교","17",1
"3827",7,"동아대","17",2
"3828",7,"부경대","17",1
"3829",7,"부산교대","17",1
"3830",7,"부산대","17",21
"3831",7,"서강대","17",4
"3832",7,"서울대","17",14
"3833",7,"서울시립대","17",1
"3834",7,"성균관대","17",8
"3835",7,"연세대","17",24
"3836",7,"영남대","17",1
"3837",7,"울산과학기술원","17",1
"3838",7,"이화여대","17",8
"3839",7,"전남대","17",1
"3840",7,"중앙대","17",1
"3841",7,"충남대","17",1
"3842",7,"한국과학기술원","17",2
"3843",7,"한국외대","17",1
"3844",7,"한국항공대","17",1
"3845",7,"한국해양대","17",1
"3846",7,"한양대","17",10
"3847",9,"건국대","17",1
"3848",9,"경찰대","17",1
"3849",9,"고려대","17",17
"3850",9,"서강대","17",1
"3851",9,"서울대","17",97
"3852",9,"성균관대","17",4
"3853",9,"연세대","17",20
"3854",9,"중앙대","17",1
"3855",9,"한국과학기술원","17",2
"3856",9,"한양대","17",3
"3857",10,"고려대","17",10
"3858",10,"국민대","17",1
"3859",10,"동국대","17",2
"3860",10,"부산대","17",1
"3861",10,"서강대","17",5
"3862",10,"서울대","17",4
"3863",10,"서울시립대","17",8
"3864",10,"성균관대","17",1
"3865",10,"숙명여대","17",2
"3866",10,"숭실대","17",1
"3867",10,"연세대","17",6
"3868",10,"이화여대","17",3
"3869",10,"인천대","17",1
"3870",10,"중앙대","17",1
"3871",10,"한국외대","17",1
"3872",10,"한동대","17",3
"3873",10,"한양대","17",4
"3874",11,"경희대","17",1
"3875",11,"고려대","17",7
"3876",11,"국립경찰대학","17",1
"3877",11,"동국대","17",2
"3878",11,"부산대","17",1
"3879",11,"서강대","17",5
"3880",11,"서울대","17",29
"3881",11,"서울시립대","17",2
"3882",11,"성균관대","17",45
"3883",11,"연세대","17",17
"3884",11,"이화여대","17",6
"3885",11,"전남대","17",1
"3886",11,"중앙대","17",4
"3887",11,"한국외대","17",2
"3888",11,"한국항공대","17",1
"3889",12,"가천대","17",1
"3890",12,"건국대","17",1
"3891",12,"경찰대","17",1
"3892",12,"경희대","17",2
"3893",12,"고려대","17",7
"3894",12,"동국대","17",1
"3895",12,"동아대","17",1
"3896",12,"서강대","17",1
"3897",12,"서울대","17",6
"3898",12,"성균관대","17",4
"3899",12,"숙명여대","17",1
"3900",12,"아주대","17",6
"3901",12,"연세대","17",7
"3902",12,"이화여대","17",2
"3903",12,"인천대","17",1
"3904",12,"중앙대","17",2
"3905",12,"한국외대","17",1
"3906",12,"한양대","17",5
"3907",12,"홍익대","17",1
"3908",12,"기타4년제 대학","17",2
"3909",14,"건국대","17",3
"3910",14,"경북대","17",3
"3911",14,"경상대","17",1
"3912",14,"경희대","17",1
"3913",14,"고려대","17",7
"3914",14,"국민대","17",3
"3915",14,"단국대","17",2
"3916",14,"동국대","17",1
"3917",14,"부산대","17",1
"3918",14,"서강대","17",3
"3919",14,"서울대","17",8
"3920",14,"서울시립대","17",2
"3921",14,"성균관대","17",4
"3922",14,"성신여대","17",1
"3923",14,"숙명여대","17",1
"3924",14,"아주대","17",1
"3925",14,"연세대","17",8
"3926",14,"영남대","17",4
"3927",14,"이화여대","17",3
"3928",14,"전남대","17",1
"3929",14,"전북대","17",1
"3930",14,"중앙대","17",2
"3931",14,"충북대","17",1
"3932",14,"포항공대","17",1
"3933",14,"한국외대","17",1
"3934",14,"한양대","17",6
"3935",15,"건국대","17",4
"3936",15,"경기대","17",1
"3937",15,"경희대","17",1
"3938",15,"고려대","17",2
"3939",15,"광운대","17",2
"3940",15,"학점은행","17",1
"3941",15,"동국대","17",2
"3942",15,"부산대","17",1
"3943",15,"서강대","17",3
"3944",15,"서울대","17",1
"3945",15,"수원대","17",1
"3946",15,"숭실대","17",2
"3947",15,"아주대","17",1
"3948",15,"연세대","17",4
"3949",15,"원광대","17",4
"3950",15,"이화여대","17",2
"3951",15,"인하대","17",2
"3952",15,"전남대","17",3
"3953",15,"전북대","17",2
"3954",15,"조선대","17",2
"3955",15,"중앙대","17",3
"3956",15,"한국방통대","17",1
"3957",15,"한국외대","17",6
"3958",15,"한국해양대","17",1
"3959",15,"한양대","17",3
"3960",15,"홍익대","17",2
"3961",17,"가톨릭대","17",1
"3962",17,"건국대","17",1
"3963",17,"고려대","17",4
"3964",17,"단국대","17",1
"3965",17,"동국대","17",1
"3966",17,"부산대","17",1
"3967",17,"서강대","17",1
"3968",17,"서경대","17",1
"3969",17,"서울대","17",4
"3970",17,"서울시립대","17",2
"3971",17,"성균관대","17",4
"3972",17,"성신여대","17",2
"3973",17,"숭실대","17",3
"3974",17,"아주대","17",1
"3975",17,"연세대","17",2
"3976",17,"이화여대","17",5
"3977",17,"인천대","17",1
"3978",17,"인하대","17",6
"3979",17,"중앙대","17",1
"3980",17,"한국항공대","17",2
"3981",17,"한동대","17",1
"3982",17,"한양대","17",3
"3983",17,"홍익대","17",4
"3984",18,"건국대","17",1
"3985",18,"경기대","17",1
"3986",18,"경상대","17",1
"3987",18,"경희대","17",6
"3988",18,"고려대","17",7
"3989",18,"광운대","17",2
"3990",18,"국민대","17",4
"3991",18,"금강대","17",1
"3992",18,"덕성여대","17",1
"3993",18,"동국대","17",3
"3994",18,"명지대","17",1
"3995",18,"부산대","17",1
"3996",18,"서강대","17",4
"3997",18,"서울대","17",4
"3998",18,"성균관대","17",13
"3999",18,"성신여대","17",1
"4000",18,"숙명여대","17",4
"4001",18,"숭실대","17",1
"4002",18,"연세대","17",9
"4003",18,"영산대","17",1
"4004",18,"이화여대","17",11
"4005",18,"전남대","17",18
"4006",18,"전남대(여수)","17",1
"4007",18,"조선대","17",7
"4008",18,"중앙대","17",2
"4009",18,"한국외대","17",6
