schoolindex,school,y9,y10,y11,y12,y13,y14,y15,y16,y17
13,한국방통대,0,0,0,0,0,0,1,0,0
13,한국외대,1,0,1,0,0,1,1,0,0
13,한동대,0,0,0,0,2,0,0,0,0
13,한양대,1,0,1,1,5,2,2,6,0
13,홍익대,0,0,0,0,0,0,0,1,0
11,University of illinois at chicago,0,0,0,1,0,0,0,0,0
11,University of Wisconsin Madison,0,1,0,0,0,0,0,0,0
11,Universilty of Pennsylvania,0,0,0,0,0,1,0,0,0
11,london school of economics,0,0,0,0,0,1,0,0,0
11,Washington Univ. in St.Louis,0,0,0,0,0,1,0,0,0
11,Columbia University ,0,0,0,0,0,0,0,1,0
11,Cornell University,0,0,0,0,0,0,0,1,0
11,State Univerisity of New York,0,0,0,0,0,0,0,1,0
11,University of California,0,0,0,0,0,0,0,1,0
11,University of British,0,0,0,0,0,0,0,1,0
11,University of Toronto,0,0,0,0,0,0,0,1,0
11,카이스트,0,0,0,0,0,0,0,0,1
11,기타 외국대,0,0,0,0,0,0,0,0,1
12,카이스트,0,1,0,0,0,1,0,0,0
12,기타 외국대,0,0,0,0,0,0,0,2,0
12,Haverford College,0,0,0,0,0,1,0,0,0
13,가톨릭대,0,0,0,0,1,0,0,0,0
13,건국대,0,0,0,0,0,0,1,0,0
13,경찰대,1,1,3,0,1,3,2,2,0
13,경희대,0,2,1,1,0,0,0,0,0
13,국민대,0,0,0,0,0,0,0,1,0
13,고려대,0,6,5,13,4,5,3,5,0
13,서강대,0,1,1,1,2,0,0,3,0
13,서울교대,0,0,0,0,1,0,0,0,0
13,서울대,39,32,31,25,31,36,40,29,0
14,건국대,2,0,0,2,0,1,2,0,0
14,경북대,7,1,3,4,7,4,2,1,0
14,경인교대,0,0,0,1,0,1,0,0,0
14,경찰대,0,0,0,0,0,0,0,1,0
14,경희대,5,5,2,4,4,4,3,3,0
14,계명대,1,0,1,0,2,0,0,0,0
14,고려대,6,11,14,16,10,8,6,10,0
14,광운대,1,0,0,0,0,1,0,0,0
14,단국대,0,0,0,1,0,0,2,1,0
14,덕성여대,0,0,0,0,0,1,0,0,0
14,대구대,0,0,0,0,1,0,0,0,0
14,독학사,0,0,1,1,1,0,1,0,0
14,동국대,0,1,1,1,1,2,0,3,0
14,동아대,0,0,0,1,1,0,0,1,0
14,부산대,2,1,1,4,3,2,5,2,0
14,삼육대,0,1,0,0,0,0,0,0,0
14,서강대,2,1,3,1,0,0,0,1,0
14,서울대,5,17,10,11,8,5,5,8,0
14,서울시립대,1,0,1,0,1,1,2,1,0
14,성균관대,5,7,5,5,6,13,1,8,0
14,숙명여대,1,0,1,1,0,0,1,0,0
14,숭실대,0,1,0,1,2,0,0,0,0
14,아주대,0,0,0,0,0,1,0,1,0
14,연세대,7,8,6,2,7,6,5,4,0
14,영남대,4,2,9,3,4,5,8,3,0
14,영산대,1,0,0,0,0,0,0,0,0
14,원광대,1,2,1,0,0,0,1,0,0
14,이화여대,2,2,4,1,1,1,3,5,0
14,인천대,0,0,0,0,0,0,1,0,0
14,인하대,1,0,0,0,0,1,4,0,0
14,장로회신학대,0,0,0,1,0,0,0,0,0
14,전남대,1,0,1,0,0,0,2,3,0
14,전북대,0,1,0,0,0,0,0,2,0
14,제주대,0,0,0,0,0,0,1,0,0
14,조선대,0,0,1,0,0,0,0,0,0
14,중앙대,1,2,2,1,2,1,3,3,0
14,충남대,1,1,0,0,1,0,4,0,0
14,학점은행,0,0,0,1,1,0,2,1,0
12,기타 외국대,0,0,0,0,0,0,0,0,2
14,한국방통대,0,0,0,0,0,0,0,1,0
14,한국외대,3,1,3,4,4,8,1,2,0
14,한동대,0,0,0,0,0,0,2,1,0
14,한양대,9,8,5,4,5,4,3,4,0
14,홍익대,0,1,0,1,0,1,0,0,0
13,카이스트,7,8,3,3,1,1,2,3,0
15,가천대,0,0,0,0,1,0,0,0,0
15,가톨릭대,0,0,0,0,0,1,1,0,0
15,강원대,0,0,0,1,0,0,0,0,0
15,건국대,3,1,1,3,0,4,4,5,0
15,경기대,0,1,0,0,0,1,0,0,0
15,경남대,0,0,0,0,1,0,0,1,0
15,경북대,0,2,4,0,0,2,0,0,0
15,경상대,0,0,0,1,0,0,0,0,0
15,경찰대,0,0,0,0,1,0,1,0,0
15,경희대,2,5,2,4,2,4,7,1,0
15,계명대,0,0,0,0,0,1,0,0,0
15,고려대,10,5,7,4,9,1,1,3,0
15,광운대,0,0,0,2,1,0,0,1,0
15,국민대,0,1,0,3,0,0,0,1,0
15,단국대,0,0,1,2,0,3,1,2,0
15,대구가톨릭대,0,0,0,0,0,0,0,1,0
15,대전대,0,0,0,1,0,0,0,0,0
15,대진대,0,0,0,0,0,0,0,1,0
15,덕성여대,0,0,0,0,0,1,0,0,0
15,동국대,0,0,0,1,0,0,3,3,0
15,동덕여대,1,0,0,0,0,0,0,0,0
15,동아대,0,0,0,0,1,2,0,0,0
15,명지대,0,0,1,1,1,0,1,0,0
15,목원대,1,0,0,0,0,0,0,0,0
15,목포해양대,0,0,0,0,0,1,0,0,0
15,부경대,0,0,0,0,0,1,0,1,0
15,부산대,1,4,2,2,1,3,1,1,0
15,부산외대,0,0,0,0,0,0,1,1,0
15,상명대,0,0,0,0,0,0,0,1,0
15,서강대,3,0,2,0,2,1,4,0,0
15,서울대,6,1,4,2,1,3,3,0,0
15,서울시립대,1,1,1,0,3,1,0,2,0
15,성공회대,0,0,0,0,0,1,0,0,0
15,성균관대,4,0,4,5,4,3,4,1,0
15,성신여대,0,0,0,1,0,1,1,1,0
15,세종대,0,0,0,2,0,0,0,0,0
15,수원대,0,0,0,0,0,0,0,1,0
15,숙명여대,2,3,1,1,0,0,0,3,0
15,순천향대,1,0,0,0,0,0,0,0,0
15,숭실대,0,2,2,0,1,0,1,0,0
15,아주대,0,1,0,2,1,0,1,4,0
15,연세대,6,3,2,3,7,2,2,2,0
15,영남대,0,1,4,1,1,0,0,0,0
15,우석대,0,1,0,0,0,0,0,0,0
15,원광대,3,6,5,6,5,5,3,1,0
15,을지대,0,0,0,0,0,1,0,0,0
15,이화여대,5,9,4,2,0,3,4,1,0
15,인제대,0,0,0,0,0,0,2,0,0
15,인천대,0,0,0,1,0,0,0,0,0
15,인하대,0,0,0,0,0,1,0,0,0
15,전남대,1,1,0,0,0,0,4,2,0
15,전북대,0,0,0,2,0,3,5,4,0
15,전주교대,0,0,1,0,0,0,0,0,0
15,제주대,0,1,0,0,0,0,0,0,0
15,조선대,0,0,0,2,0,0,1,1,0
15,중앙대,3,3,4,2,4,0,0,3,0
15,천안대,0,0,0,0,1,0,0,0,0
15,청주교대,0,0,0,0,1,0,0,0,0
15,충남대,2,1,1,0,2,0,0,0,0
15,충북대,1,0,0,0,0,1,0,0,0
15,학점은행,0,1,1,0,1,3,2,2,0
15,한국교원대,0,1,0,0,0,0,0,0,0
15,한국외대,3,4,2,1,1,0,4,3,0
15,한국항공대,0,0,0,0,2,0,0,0,0
15,한동대,0,0,0,0,0,0,0,1,0
15,한성대,0,0,1,0,0,0,0,0,0
15,한양대,1,4,5,4,7,7,2,4,0
15,홍익대,0,2,1,1,3,1,0,3,0
16,건국대,0,0,0,0,1,0,2,1,0
16,경희대,0,1,0,0,1,1,0,0,0
16,고려대,9,8,13,16,18,16,20,18,0
16,동아대,0,0,0,0,0,0,0,1,0
16,부산대,0,0,0,0,0,1,0,0,0
16,서강대,0,0,0,0,0,0,2,2,0
16,서울교대,0,0,0,0,0,1,0,0,0
16,서울대,24,31,24,15,17,13,17,14,0
16,서울시립대,0,1,0,0,1,0,0,1,0
16,성균관대,1,3,1,1,2,0,1,1,0
16,숙명여대,0,0,0,0,1,1,2,0,0
16,숭실대,0,0,0,0,0,1,0,0,0
16,아주대,0,0,1,0,0,1,0,0,0
16,연세대,10,19,16,23,26,18,17,22,0
16,원광대,1,0,0,0,0,0,0,0,0
16,이화여대,49,36,39,51,25,41,29,33,0
16,전남대,1,0,0,0,0,0,0,0,0
16,중앙대,0,0,0,0,1,0,1,1,0
16,포항공대,1,0,0,0,0,0,0,0,0
13,Peking University,0,0,0,1,0,0,0,0,0
16,한국외대,0,0,0,0,1,2,0,1,0
16,한양대,0,0,4,2,5,4,1,3,0
13,State Univerisity of New York,1,0,0,0,0,0,0,0,0
13,Paris 2 University,0,0,0,1,0,0,0,0,0
16,미네소타대,0,0,0,0,0,0,0,1,0
13,Cornell University,0,0,0,1,1,0,0,0,0
13,Duke Univeristy,0,0,0,2,2,1,1,2,0
17,가톨릭대,0,0,0,0,0,0,0,1,0
17,강원대,0,0,0,0,0,1,0,0,0
17,건국대,0,1,0,0,3,1,0,1,0
17,경인교대,0,0,0,0,0,1,0,0,0
17,경찰대,1,0,0,0,0,0,1,1,0
17,경희대,0,1,1,1,2,1,0,0,0
17,계명대,0,0,0,0,0,0,1,0,0
17,고려대,12,13,5,12,7,10,9,6,0
17,국민대,0,1,0,1,0,0,0,0,0
17,단국대,0,0,0,0,1,0,1,0,0
17,동국대,0,0,1,1,0,0,1,0,0
17,동아대,0,0,0,0,0,0,0,1,0
17,상명대,0,0,1,0,1,0,0,0,0
17,상지대,0,0,0,0,1,0,0,0,0
17,서강대,2,0,0,1,2,4,4,2,0
17,서울대,12,10,2,6,5,10,8,7,0
17,서울시립대,0,0,1,0,1,0,1,0,0
17,성균관대,4,2,8,4,2,1,3,3,0
17,숙명여대,0,0,0,1,3,1,1,1,0
17,순천대,0,0,0,0,1,0,0,0,0
17,숭실대,0,0,0,0,0,0,1,1,0
17,연세대,6,8,6,9,5,9,7,8,0
17,원광대,0,2,0,0,0,0,0,0,0
17,이화여대,3,3,5,4,8,3,3,5,0
17,인천대,0,0,0,0,0,0,1,0,0
17,인하대,1,7,9,5,4,2,2,4,0
17,전북대,0,0,2,0,0,0,0,0,0
17,중앙대,2,0,1,2,0,0,0,1,0
17,충남대,0,0,0,0,0,0,0,1,0
17,포항공대,0,0,1,0,0,0,0,0,0
13,Georgetown University,0,0,0,1,0,0,1,0,0
17,학점은행,0,1,0,0,0,0,0,1,0
17,한국방통대,0,0,0,1,0,0,0,0,0
17,한국외대,2,0,0,1,0,2,0,0,0
17,한국항공대,0,0,1,0,0,0,0,0,0
17,한동대,0,0,1,1,0,0,0,1,0
17,한양대,4,4,5,2,4,4,3,3,0
17,홍익대,0,0,0,0,3,0,2,4,0
13,New York University,0,0,0,1,0,0,0,0,0
13,University of California ,0,0,0,1,1,0,0,1,0
13,University of illinois at chicago,1,0,0,0,1,0,0,0,0
13,University of Virginia ,0,1,0,0,0,0,0,0,0
13,University of Wisconsin Madison,0,0,1,0,0,0,0,0,0
13,Brown University,0,0,0,0,1,0,0,0,0
13,Tuffs University,0,0,0,0,1,0,0,0,0
13,University of Chicago,0,0,0,0,1,0,0,0,0
13,Emory University,0,0,0,0,0,0,0,1,0
13,University of HongKong,0,0,0,0,0,0,1,0,0
13,Columbia University,0,0,0,0,0,0,0,1,0
13,University of Michigan,0,0,0,0,0,0,0,1,0
13,Columbia University,0,0,0,0,0,0,0,0,1
13,Brandeis University,0,0,0,0,0,0,0,0,1
13,Swarthmore College,0,0,0,0,0,0,0,0,1
13,카이스트,0,0,0,0,0,0,0,0,3
14,카이스트,0,1,0,0,1,0,1,0,0
18,가천대,0,0,1,0,0,0,0,1,0
18,가톨릭대,0,0,0,0,0,0,1,0,0
18,건국대,0,1,2,3,0,3,2,4,0
14,State Univerisity of New York,1,0,0,0,0,0,0,0,0
18,경북대,0,1,1,2,1,0,0,0,0
18,경상대,0,0,0,0,0,0,0,1,0
18,경인교대,0,1,1,0,0,0,0,0,0
18,경찰대,2,1,1,0,0,0,2,0,0
18,경희대,2,6,8,6,9,9,3,7,0
18,고려대,11,10,12,7,14,10,9,8,0
18,광운대,0,0,0,0,0,1,0,0,0
18,국민대,0,0,1,3,0,0,0,1,0
18,단국대,0,1,1,1,1,0,1,2,0
18,덕성여대,0,0,1,0,0,0,1,0,0
18,동국대,2,1,3,0,3,2,2,3,0
18,동아대,0,0,0,0,1,0,0,0,0
18,명지대,0,0,0,0,0,0,1,0,0
18,목포대,0,0,0,1,0,0,0,0,0
18,목포해양대,0,0,0,0,0,1,0,0,0
18,배재대,0,0,0,0,0,0,1,1,0
18,부경대,0,0,0,0,0,1,0,0,0
18,부산대,0,1,0,0,0,1,1,1,0
14,Bristol University,0,0,0,0,0,0,0,0,1
18,삼육대,1,0,0,0,0,0,0,0,0
18,서강대,4,5,3,3,2,3,0,7,0
18,서울교대,0,0,1,0,1,0,0,1,0
18,서울대,8,9,5,8,11,11,10,7,0
18,서울시립대,1,4,0,1,1,3,1,3,0
18,성공회대,0,0,1,0,0,0,1,0,0
18,성균관대,6,11,9,8,10,8,11,10,0
18,성신여대,0,0,0,0,0,1,0,0,0
18,수원대,0,0,0,1,0,0,0,0,0
18,숙명여대,2,2,0,1,2,3,5,5,0
18,순천대,0,0,0,0,0,0,1,1,0
18,순천향대,0,1,0,0,0,0,0,0,0
18,숭실대,0,0,4,0,1,0,2,2,0
18,아주대,2,2,1,0,1,0,0,1,0
18,연세대,14,20,6,10,8,10,5,7,0
18,영남대,0,0,0,0,1,0,0,0,0
18,영산대,0,0,0,0,0,0,1,0,0
18,울산과기대,0,0,0,0,0,0,0,1,0
18,원광대,2,0,0,2,1,0,0,0,0
18,육군사관학교,0,1,0,1,0,0,0,0,0
18,이화여대,6,16,8,11,5,9,9,10,0
18,인천대,0,0,0,0,0,0,0,1,0
18,인하대,0,2,0,3,0,1,0,0,0
18,전남대,35,18,33,27,27,26,24,18,0
18,전북대,1,0,2,1,2,3,1,1,0
18,제주대,0,0,0,0,0,0,0,1,0
18,조선대,1,1,0,6,2,2,2,4,0
18,중앙대,4,3,3,5,1,3,2,2,0
18,총신대,1,0,0,0,0,0,0,0,0
18,충남대,0,0,1,0,1,0,0,0,0
18,충북대,0,0,1,0,0,0,0,0,0
18,학점은행,0,0,0,0,0,0,0,1,0
18,포항공대,1,0,0,0,0,0,0,0,0
18,한국교원대,0,0,1,0,1,0,0,0,0
18,한국방통대,0,2,2,0,0,2,0,0,0
18,한국외대,4,2,7,3,2,1,6,7,0
18,한국항공대,0,0,0,0,0,2,0,0,0
18,한국해양대,0,0,0,1,0,0,0,0,0
18,한동대,0,0,0,0,2,0,4,2,0
18,한성대,0,0,0,0,0,1,0,0,0
18,한양대,8,4,8,6,9,6,11,7,0
18,홍익대,1,0,3,2,0,1,3,2,0
19,가천대,0,0,0,0,1,0,1,0,0
19,가톨릭대,0,0,0,0,3,1,0,0,0
19,강원대,1,0,0,1,0,0,1,0,0
19,건국대,0,2,0,1,0,1,2,2,0
19,경북대,1,0,0,1,0,1,0,0,0
19,경찰대,0,0,0,0,0,1,5,0,0
19,경희대,2,6,3,4,5,6,5,3,0
19,고려대,9,7,4,5,3,10,6,3,0
19,광운대,0,0,0,0,0,0,0,1,0
19,광주교대,1,0,0,0,0,0,0,0,0
19,국민대,0,0,1,0,0,0,0,2,0
19,군산대,0,0,0,0,0,0,0,2,0
19,단국대,1,0,1,0,0,1,2,2,0
19,대구가톨릭대,0,0,0,0,0,0,1,0,0
19,대구대,0,0,0,0,1,0,0,0,0
19,덕성여대,0,0,0,1,0,0,0,0,0
19,동국대,0,0,0,1,2,0,0,2,0
19,동아대,0,0,0,0,0,1,0,0,0
19,동양대,0,0,0,0,0,0,0,1,0
19,명지대,0,0,0,0,0,1,0,0,0
19,목포해양대,0,0,0,0,0,1,0,0,0
19,부경대,0,0,1,1,0,0,1,0,0
19,부산대,1,0,0,0,1,1,1,0,0
19,상명대,0,0,1,0,0,0,1,0,0
19,서강대,4,6,1,1,0,4,2,3,0
19,서울대,9,7,2,1,2,5,3,5,0
19,서울시립대,0,1,2,3,1,3,1,1,0
19,서울여대,0,1,0,1,1,0,1,0,0
19,성공회대,0,0,0,0,1,0,1,0,0
19,성균관대,7,6,4,3,4,2,6,6,0
19,성신여대,0,0,0,0,0,1,0,1,0
19,세종대,0,0,0,0,0,1,0,0,0
19,숙명여대,0,0,2,0,2,2,5,3,0
19,숭실대,0,0,0,1,1,1,0,0,0
19,아주대,0,1,0,0,0,0,0,2,0
19,연세대,12,7,6,14,6,6,0,6,0
19,영남대,0,0,0,1,1,0,0,0,0
19,영산대,0,0,0,0,0,0,1,0,0
19,우석대,0,0,0,1,0,0,0,0,0
19,원광대,0,0,0,1,1,0,2,0,0
19,이화여대,4,4,11,8,3,2,3,4,0
19,인하대,0,2,1,1,0,2,2,0,0
19,전남대,1,1,0,0,2,0,2,0,0
19,전북대,8,10,9,15,17,11,6,9,0
19,전주교대,0,0,0,1,3,0,0,0,0
19,전주대,0,0,1,0,0,0,0,0,0
19,조선대,0,0,1,0,1,1,3,2,0
19,중앙대,4,1,7,3,6,5,3,4,0
19,청주대,0,0,0,0,0,0,1,0,0
19,충남대,1,2,0,0,0,0,0,1,0
19,충북대,0,0,0,0,0,1,0,1,0
19,학점은행,1,1,1,0,0,0,1,1,0
15,기타 외국대,0,0,0,0,0,0,0,0,1
19,한국방통대,1,0,0,0,0,0,1,0,0
19,한국외대,3,8,8,3,1,3,1,4,0
19,한동대,0,0,1,0,2,2,0,1,0
19,한림대,0,0,0,0,0,0,1,0,0
19,한양대,3,5,6,2,7,5,8,5,0
19,해군사관학교,0,0,0,1,0,0,0,0,0
19,홍익대,2,1,2,3,5,1,2,1,0
16,카이스트,4,2,0,1,0,0,0,1,0
19,전기통신대(일),0,0,1,0,0,0,0,0,0
16,American University,0,0,0,0,0,0,0,1,0
16,New York University,0,0,0,0,0,0,0,1,0
19,인민대,0,0,1,1,0,0,0,0,0
16,University of Chicago,0,0,0,0,0,0,0,1,0
16,기타 외국대,0,2,3,0,5,3,8,0,0
16,Bristol University,0,0,0,0,0,0,0,0,1
16,UCLA,0,0,0,0,0,0,0,0,1
16,UC Berkeley,0,0,0,0,0,0,0,0,1
16,UC Sandiago,0,0,0,0,0,0,0,0,1
20,가톨릭대,0,1,3,0,0,0,0,0,0
20,강원대,0,0,0,0,1,0,0,1,0
20,건국대,1,0,2,2,1,0,0,0,0
20,경북대,0,1,1,0,0,0,0,0,0
20,가천대,0,0,0,0,0,1,0,1,0
20,경찰대,1,0,0,0,0,0,1,0,0
20,경희대,1,3,3,1,0,7,9,1,0
20,고려대,6,5,4,4,3,8,3,2,0
20,광운대,0,0,1,0,0,0,0,1,0
20,국민대,0,0,0,1,0,0,0,1,0
20,글로벌사이버대,0,0,0,0,0,0,1,0,0
20,단국대,0,0,0,0,0,1,0,1,0
20,대구가톨릭대,0,0,0,0,1,0,0,0,0
20,대구교대,0,1,0,1,0,0,0,0,0
20,대구외대,0,0,0,0,0,0,1,0,0
20,덕성여대,0,0,1,0,0,0,1,1,0
20,동국대,0,0,0,0,1,0,1,1,0
20,동덕여대,0,0,0,0,0,0,0,1,0
20,목포해양대,0,1,0,0,0,0,0,0,0
20,명지대,0,0,0,0,0,0,1,0,0
20,백석대,0,0,0,1,0,0,0,0,0
20,부경대,0,0,1,0,1,0,0,0,0
20,부산대,1,0,0,0,2,1,2,1,0
20,상지대,0,0,1,0,0,0,0,0,0
20,서강대,0,0,0,1,0,0,0,1,0
20,서울과기대,0,0,0,0,0,0,1,0,0
20,서울대,6,2,1,4,2,4,1,1,0
20,서울디지털대,1,0,0,0,0,0,0,0,0
20,서울시립대,4,1,0,0,2,0,0,1,0
20,성균관대,2,2,2,2,3,3,2,4,0
20,성신여대,0,0,0,0,0,0,1,1,0
20,숙명여대,1,1,0,3,0,1,0,3,0
20,숭실대,0,0,1,0,2,0,0,0,0
20,아주대,0,3,1,2,1,2,0,0,0
20,연세대,3,3,3,4,2,0,6,2,0
20,영남대,0,1,2,1,0,0,0,0,0
20,원광대,1,2,1,0,0,0,0,0,0
20,이화여대,3,1,2,1,1,3,2,4,0
20,인제대,0,0,1,0,0,0,0,1,0
20,전남대,2,1,1,1,0,1,1,0,0
20,제주교대,0,0,0,0,0,0,1,0,0
20,제주대,0,4,4,2,3,3,1,4,0
20,조선대,1,0,1,1,0,0,0,0,0
20,중앙대,0,3,0,0,3,0,0,3,0
20,충북대,0,0,0,0,0,1,0,1,0
20,포항공대,0,1,0,0,0,0,0,0,0
20,학점은행,0,0,1,1,0,1,0,0,0
20,한국교원대,1,0,0,0,0,0,0,0,0
20,한국방통대,0,0,0,0,0,0,1,0,0
20,한국외대,2,2,1,3,1,3,1,2,0
20,한국해양대,0,0,0,0,1,0,0,0,0
20,한동대,1,0,0,2,0,0,0,1,0
20,한세대,0,0,0,0,0,0,1,0,0
20,한양대,0,2,3,2,4,0,1,1,0
20,홍익대,0,1,1,0,0,0,0,0,0
16,University of Michigan,0,0,0,0,0,0,0,0,1
16,Wesleyan University,0,0,0,0,0,0,0,0,1
17,카이스트,0,1,0,1,0,0,1,0,0
20,복강대,0,0,0,0,0,0,0,1,0
17,Meiji University,1,0,0,0,0,0,0,0,0
17,Peking University,0,0,0,0,1,0,0,0,0
17,University of Warwick,0,0,0,0,1,0,0,0,0
17,University of Melbourne,0,0,0,0,0,1,0,0,0
17,Michigan State University,0,0,0,0,0,1,0,0,0
17,New York University,0,0,0,0,0,0,0,1,0
21,건국대,1,4,0,0,0,2,1,0,0
21,경북대,0,1,0,0,1,0,0,0,0
21,경찰대,1,1,0,0,0,1,0,0,0
21,경희대,0,1,0,0,0,1,0,0,0
21,고려대,10,3,9,14,10,5,11,9,0
21,단국대,1,0,0,0,0,0,0,0,0
21,서강대,1,0,0,3,1,1,0,0,1
21,서경대,0,0,0,1,0,0,0,0,0
21,서울대,12,15,3,8,4,9,6,8,0
21,서울여대,0,0,0,0,1,0,0,0,0
21,성균관대,2,2,3,0,1,6,3,3,0
21,숙명여대,1,0,0,0,0,2,0,0,2
21,연세대,4,6,7,15,17,6,14,12,0
21,이화여대,3,7,4,2,3,5,4,3,0
21,전남대,1,0,0,0,0,0,0,0,0
21,중앙대,11,12,20,5,10,14,12,15,0
21,충북대,0,0,1,0,0,0,0,0,0
17,Universtiy of California,0,0,0,0,0,1,0,0,0
21,한국외대,1,0,0,0,2,0,1,0,1
21,한양대,1,0,5,1,2,0,0,1,1
17,기타 외국대,0,0,0,0,0,0,0,0,3
18,indiana university bloomington,0,0,0,0,1,0,0,0,0
18,london school of economics,0,1,0,0,0,0,0,0,0
22,가천대,0,0,0,0,0,0,1,2,0
22,가톨릭대,0,0,0,1,1,2,0,1,0
22,감리신학대,0,0,0,0,0,0,0,1,0
22,강원대,1,0,0,1,0,0,0,0,0
22,건국대,1,2,3,1,0,3,1,2,0
22,경북대,1,2,1,1,0,0,0,0,0
22,경상대,0,0,1,0,0,0,0,0,0
22,경인교대,0,0,0,0,0,1,0,0,0
22,경찰대,1,0,1,0,0,1,1,0,0
22,경희대,0,0,3,2,6,11,6,5,0
22,계명대,0,0,0,1,0,0,0,0,0
22,고려대,16,11,11,11,14,7,10,13,0
22,공군사관학교,0,0,0,0,0,1,1,0,0
22,공주대,0,0,0,0,0,0,0,1,0
22,공주교대,0,0,0,0,1,0,0,0,0
22,광운대,0,0,0,0,2,0,0,0,0
22,국민대,0,0,1,1,0,1,2,1,0
22,금강대,0,0,0,0,1,0,0,0,0
22,대구교대,0,0,0,1,0,0,0,0,0
22,독학사,0,0,1,0,0,0,0,0,0
22,동국대,1,1,3,2,0,2,2,4,0
22,동덕여대,0,0,1,0,0,0,0,0,0
22,동아대,0,0,0,1,1,1,1,2,0
22,동의대,0,1,0,0,0,0,0,0,0
22,부경대,0,0,0,1,0,0,0,0,0
22,부산대,1,0,1,0,0,1,0,0,0
22,상명대,0,0,0,0,0,1,0,0,0
22,서강대,8,9,4,2,3,6,3,4,0
22,서울교대,0,1,0,0,0,0,0,0,0
22,서울대,19,12,11,5,10,6,10,6,0
22,서울시립대,4,2,2,2,0,1,3,2,0
22,서울여대,0,1,0,0,0,0,0,0,0
22,선문대,0,0,0,0,0,0,0,1,0
22,성공회대,0,0,0,0,0,0,1,0,0
22,성균관대,5,7,8,2,8,8,9,7,0
22,성신여대,0,0,0,0,1,0,0,0,0
22,세종대,0,0,1,1,1,0,0,0,0
22,숙명여대,0,0,2,4,3,3,0,4,0
22,숭실대,0,1,3,0,2,1,1,0,0
22,아주대,0,3,1,1,2,1,1,0,0
22,안양대,0,0,0,1,0,0,0,0,0
22,연세대,6,12,8,11,10,13,5,8,0
22,영남대,0,0,0,0,1,1,0,0,0
22,영산대,0,0,0,1,0,0,0,0,0
22,원광대,0,1,0,0,1,0,0,1,0
22,육군사관학교,0,1,0,0,0,1,0,0,0
22,을지의과대 ,0,0,0,0,0,1,0,0,0
22,이화여대,5,10,8,10,6,9,8,4,0
22,인하대,0,1,1,0,2,2,0,1,0
22,전남대,0,0,0,1,0,0,1,1,0
22,전북대,0,0,0,1,1,0,0,0,0
22,제주대,0,0,1,0,0,0,1,0,0
22,조선대,0,1,0,0,0,0,0,0,0
22,중앙대,2,2,4,7,2,1,2,0,0
22,춘천교대,1,0,0,0,0,0,0,0,0
22,충남대,10,8,7,10,9,2,13,15,0
22,충북대,1,2,3,0,1,0,1,0,0
22,포항공대,3,0,0,1,0,1,0,1,0
22,학점은행,0,1,0,2,0,0,0,1,0
18,RMIT university,0,1,0,0,0,0,0,0,0
22,한국교원대,0,0,1,1,0,0,0,0,0
22,한국기술교육대,0,0,0,0,0,1,0,0,0
22,한국외대,0,2,5,5,1,4,0,4,0
22,한국항공대,1,0,0,1,0,0,0,0,0
22,한국해양대,0,0,1,0,0,0,0,0,0
22,한동대,0,0,2,2,1,1,3,1,0
22,한양대,5,5,5,4,10,11,13,9,0
22,호서대,0,0,0,0,0,0,1,1,0
22,홍익대,1,4,0,2,2,0,2,2,0
18,State Univerisity of New York,0,0,0,0,1,0,1,0,0
18,University of Iowa,0,0,0,0,0,1,0,0,0
18,University of Melbourne,0,0,0,0,0,1,0,0,0
18,University of Minnesota,0,0,0,0,1,0,0,0,0
23,가톨릭대,1,1,0,1,1,3,0,0,0
23,건국대,1,2,3,2,1,2,1,0,0
23,경기대,0,0,0,1,0,0,0,1,0
23,경북대,0,0,0,0,1,0,1,0,0
23,경성대,0,1,0,0,0,0,0,0,0
23,경찰대,1,1,1,0,0,1,0,0,0
23,경희대,3,3,3,4,1,5,5,4,0
23,고려대,12,8,12,8,5,9,2,1,0
23,공군사관학교,0,1,0,0,0,0,0,0,0
23,광운대,0,0,0,0,1,0,0,0,0
23,국민대,0,0,1,2,4,1,2,1,0
23,단국대,0,0,0,0,2,0,2,2,0
23,대구대,0,0,0,0,1,0,0,0,0
23,대전대,0,0,0,0,0,0,1,1,0
23,덕성여대,0,0,0,0,0,0,1,1,0
23,동국대,1,0,3,2,3,1,3,2,0
23,동아대,0,0,0,0,1,0,0,0,0
23,명지대,0,0,0,0,0,0,1,0,0
23,부산교대,0,0,0,1,0,0,0,0,0
23,부산대,1,0,1,1,0,3,1,1,0
23,상명대,0,1,0,0,0,0,0,0,0
23,서강대,2,1,1,1,1,0,2,1,0
23,서울대,3,11,2,1,4,3,2,2,0
23,서울시립대,1,1,0,2,3,0,0,2,0
23,성균관대,5,4,5,2,6,4,2,6,0
23,성신여대,0,0,2,0,2,0,1,1,0
23,세종대,0,0,0,0,0,1,0,0,0
23,숙명여대,0,2,1,3,3,2,5,8,0
23,숭실대,0,0,0,2,0,0,2,0,0
23,숭실사이버대,0,0,0,0,0,0,1,0,0
23,신라대,0,0,0,0,1,0,0,0,0
23,아주대,1,0,1,2,1,1,3,0,0
23,연세대,10,6,7,2,5,5,4,1,0
23,영남대,0,0,0,0,1,0,0,1,0
23,원광대,0,1,0,0,0,0,0,0,0
23,우석대,0,0,0,0,0,0,0,1,0
23,육군사관학교,2,0,1,0,0,0,0,0,0
23,이화여대,4,10,4,0,6,12,6,8,0
