schoolindex,school,y9,y10,y11,y12,y13,y14,y15,y16,y17,index
14,숭실대,0,1,0,1,2,0,0,0,0,633
14,아주대,0,0,0,0,0,1,0,1,0,634
14,연세대,7,8,6,2,7,6,5,4,0,635
14,영남대,4,2,9,3,4,5,8,3,0,636
14,영산대,1,0,0,0,0,0,0,0,0,637
14,원광대,1,2,1,0,0,0,1,0,0,638
14,이화여대,2,2,4,1,1,1,3,5,0,639
14,인천대,0,0,0,0,0,0,1,0,0,640
14,인하대,1,0,0,0,0,1,4,0,0,641
14,장로회신학대,0,0,0,1,0,0,0,0,0,642
14,전남대,1,0,1,0,0,0,2,3,0,643
14,전북대,0,1,0,0,0,0,0,2,0,644
14,제주대,0,0,0,0,0,0,1,0,0,645
14,조선대,0,0,1,0,0,0,0,0,0,646
14,중앙대,1,2,2,1,2,1,3,3,0,647
14,충남대,1,1,0,0,1,0,4,0,0,648
14,학점은행,0,0,0,1,1,0,2,1,0,649
12,해외대,0,0,0,0,0,0,0,0,2,1395
14,한국방통대,0,0,0,0,0,0,0,1,0,651
14,한국외대,3,1,3,4,4,8,1,2,0,652
14,한동대,0,0,0,0,0,0,2,1,0,653
14,한양대,9,8,5,4,5,4,3,4,0,654
14,홍익대,0,1,0,1,0,1,0,0,0,655
13,카이스트,7,8,3,3,1,1,2,3,0,581
15,가천대,0,0,0,0,1,0,0,0,0,657
15,가톨릭대,0,0,0,0,0,1,1,0,0,658
15,강원대,0,0,0,1,0,0,0,0,0,659
15,건국대,3,1,1,3,0,4,4,5,0,660
15,경기대,0,1,0,0,0,1,0,0,0,661
15,경남대,0,0,0,0,1,0,0,1,0,662
15,경북대,0,2,4,0,0,2,0,0,0,663
15,경상대,0,0,0,1,0,0,0,0,0,664
15,경찰대,0,0,0,0,1,0,1,0,0,665
15,경희대,2,5,2,4,2,4,7,1,0,666
15,계명대,0,0,0,0,0,1,0,0,0,667
15,고려대,10,5,7,4,9,1,1,3,0,668
15,광운대,0,0,0,2,1,0,0,1,0,669
15,국민대,0,1,0,3,0,0,0,1,0,670
15,단국대,0,0,1,2,0,3,1,2,0,671
15,대구가톨릭대,0,0,0,0,0,0,0,1,0,672
15,대전대,0,0,0,1,0,0,0,0,0,673
15,대진대,0,0,0,0,0,0,0,1,0,674
15,덕성여대,0,0,0,0,0,1,0,0,0,675
15,동국대,0,0,0,1,0,0,3,3,0,676
15,동덕여대,1,0,0,0,0,0,0,0,0,677
15,동아대,0,0,0,0,1,2,0,0,0,678
15,명지대,0,0,1,1,1,0,1,0,0,679
15,목원대,1,0,0,0,0,0,0,0,0,680
15,목포해양대,0,0,0,0,0,1,0,0,0,681
15,부경대,0,0,0,0,0,1,0,1,0,682
15,부산대,1,4,2,2,1,3,1,1,0,683
15,부산외대,0,0,0,0,0,0,1,1,0,684
15,상명대,0,0,0,0,0,0,0,1,0,685
15,서강대,3,0,2,0,2,1,4,0,0,686
15,서울대,6,1,4,2,1,3,3,0,0,687
15,서울시립대,1,1,1,0,3,1,0,2,0,688
15,성공회대,0,0,0,0,0,1,0,0,0,689
15,성균관대,4,0,4,5,4,3,4,1,0,690
15,성신여대,0,0,0,1,0,1,1,1,0,691
15,세종대,0,0,0,2,0,0,0,0,0,692
15,수원대,0,0,0,0,0,0,0,1,0,693
15,숙명여대,2,3,1,1,0,0,0,3,0,694
15,순천향대,1,0,0,0,0,0,0,0,0,695
15,숭실대,0,2,2,0,1,0,1,0,0,696
15,아주대,0,1,0,2,1,0,1,4,0,697
15,연세대,6,3,2,3,7,2,2,2,0,698
15,영남대,0,1,4,1,1,0,0,0,0,699
15,우석대,0,1,0,0,0,0,0,0,0,700
15,원광대,3,6,5,6,5,5,3,1,0,701
15,을지대,0,0,0,0,0,1,0,0,0,702
15,이화여대,5,9,4,2,0,3,4,1,0,703
15,인제대,0,0,0,0,0,0,2,0,0,704
15,인천대,0,0,0,1,0,0,0,0,0,705
15,인하대,0,0,0,0,0,1,0,0,0,706
15,전남대,1,1,0,0,0,0,4,2,0,707
15,전북대,0,0,0,2,0,3,5,4,0,708
15,전주교대,0,0,1,0,0,0,0,0,0,709
15,제주대,0,1,0,0,0,0,0,0,0,710
15,조선대,0,0,0,2,0,0,1,1,0,711
15,중앙대,3,3,4,2,4,0,0,3,0,712
15,천안대,0,0,0,0,1,0,0,0,0,713
15,청주교대,0,0,0,0,1,0,0,0,0,714
15,충남대,2,1,1,0,2,0,0,0,0,715
15,충북대,1,0,0,0,0,1,0,0,0,716
15,학점은행,0,1,1,0,1,3,2,2,0,717
15,한국교원대,0,1,0,0,0,0,0,0,0,718
15,한국외대,3,4,2,1,1,0,4,3,0,719
15,한국항공대,0,0,0,0,2,0,0,0,0,720
15,한동대,0,0,0,0,0,0,0,1,0,721
15,한성대,0,0,1,0,0,0,0,0,0,722
15,한양대,1,4,5,4,7,7,2,4,0,723
15,홍익대,0,2,1,1,3,1,0,3,0,724
16,건국대,0,0,0,0,1,0,2,1,0,725
16,경희대,0,1,0,0,1,1,0,0,0,726
16,고려대,9,8,13,16,18,16,20,18,0,727
16,동아대,0,0,0,0,0,0,0,1,0,728
16,부산대,0,0,0,0,0,1,0,0,0,729
16,서강대,0,0,0,0,0,0,2,2,0,730
16,서울교대,0,0,0,0,0,1,0,0,0,731
16,서울대,24,31,24,15,17,13,17,14,0,732
16,서울시립대,0,1,0,0,1,0,0,1,0,733
16,성균관대,1,3,1,1,2,0,1,1,0,734
16,숙명여대,0,0,0,0,1,1,2,0,0,735
16,숭실대,0,0,0,0,0,1,0,0,0,736
16,아주대,0,0,1,0,0,1,0,0,0,737
16,연세대,10,19,16,23,26,18,17,22,0,738
16,원광대,1,0,0,0,0,0,0,0,0,739
16,이화여대,49,36,39,51,25,41,29,33,0,740
16,전남대,1,0,0,0,0,0,0,0,0,741
16,중앙대,0,0,0,0,1,0,1,1,0,742
16,포항공대,1,0,0,0,0,0,0,0,0,743
13,해외대,0,0,0,1,0,0,0,0,0,587
16,한국외대,0,0,0,0,1,2,0,1,0,745
16,한양대,0,0,4,2,5,4,1,3,0,746
13,해외대,1,0,0,0,0,0,0,0,0,588
13,해외대,0,0,0,1,0,0,0,0,0,589
16,미네소타대,0,0,0,0,0,0,0,1,0,749
13,해외대,0,0,0,1,1,0,0,0,0,590
13,해외대,0,0,0,2,2,1,1,2,0,591
17,가톨릭대,0,0,0,0,0,0,0,1,0,752
17,강원대,0,0,0,0,0,1,0,0,0,753
17,건국대,0,1,0,0,3,1,0,1,0,754
17,경인교대,0,0,0,0,0,1,0,0,0,755
17,경찰대,1,0,0,0,0,0,1,1,0,756
17,경희대,0,1,1,1,2,1,0,0,0,757
17,계명대,0,0,0,0,0,0,1,0,0,758
17,고려대,12,13,5,12,7,10,9,6,0,759
17,국민대,0,1,0,1,0,0,0,0,0,760
17,단국대,0,0,0,0,1,0,1,0,0,761
17,동국대,0,0,1,1,0,0,1,0,0,762
17,동아대,0,0,0,0,0,0,0,1,0,763
17,상명대,0,0,1,0,1,0,0,0,0,764
17,상지대,0,0,0,0,1,0,0,0,0,765
17,서강대,2,0,0,1,2,4,4,2,0,766
17,서울대,12,10,2,6,5,10,8,7,0,767
17,서울시립대,0,0,1,0,1,0,1,0,0,768
17,성균관대,4,2,8,4,2,1,3,3,0,769
17,숙명여대,0,0,0,1,3,1,1,1,0,770
17,순천대,0,0,0,0,1,0,0,0,0,771
17,숭실대,0,0,0,0,0,0,1,1,0,772
17,연세대,6,8,6,9,5,9,7,8,0,773
17,원광대,0,2,0,0,0,0,0,0,0,774
17,이화여대,3,3,5,4,8,3,3,5,0,775
17,인천대,0,0,0,0,0,0,1,0,0,776
17,인하대,1,7,9,5,4,2,2,4,0,777
17,전북대,0,0,2,0,0,0,0,0,0,778
17,중앙대,2,0,1,2,0,0,0,1,0,779
17,충남대,0,0,0,0,0,0,0,1,0,780
17,포항공대,0,0,1,0,0,0,0,0,0,781
13,해외대,0,0,0,1,0,0,1,0,0,592
17,학점은행,0,1,0,0,0,0,0,1,0,783
17,한국방통대,0,0,0,1,0,0,0,0,0,784
17,한국외대,2,0,0,1,0,2,0,0,0,785
17,한국항공대,0,0,1,0,0,0,0,0,0,786
17,한동대,0,0,1,1,0,0,0,1,0,787
17,한양대,4,4,5,2,4,4,3,3,0,788
17,홍익대,0,0,0,0,3,0,2,4,0,789
13,해외대,0,0,0,1,0,0,0,0,0,593
13,해외대,0,0,0,1,1,0,0,1,0,594
13,해외대,1,0,0,0,1,0,0,0,0,595
13,해외대,0,1,0,0,0,0,0,0,0,596
13,해외대,0,0,1,0,0,0,0,0,0,597
13,해외대,0,0,0,0,1,0,0,0,0,598
13,해외대,0,0,0,0,1,0,0,0,0,599
13,해외대,0,0,0,0,1,0,0,0,0,600
13,해외대,0,0,0,0,0,0,0,1,0,601
13,해외대,0,0,0,0,0,0,1,0,0,602
13,해외대,0,0,0,0,0,0,0,1,0,1666
13,해외대,0,0,0,0,0,0,0,1,0,1667
13,해외대,0,0,0,0,0,0,0,0,1,1703
13,해외대,0,0,0,0,0,0,0,0,1,1704
13,해외대,0,0,0,0,0,0,0,0,1,1705
13,카이스트,0,0,0,0,0,0,0,0,3,1711
14,카이스트,0,1,0,0,1,0,1,0,0,650
18,가천대,0,0,1,0,0,0,0,1,0,807
18,가톨릭대,0,0,0,0,0,0,1,0,0,808
18,건국대,0,1,2,3,0,3,2,4,0,809
14,해외대,1,0,0,0,0,0,0,0,0,656
18,경북대,0,1,1,2,1,0,0,0,0,811
18,경상대,0,0,0,0,0,0,0,1,0,812
18,경인교대,0,1,1,0,0,0,0,0,0,813
18,경찰대,2,1,1,0,0,0,2,0,0,814
18,경희대,2,6,8,6,9,9,3,7,0,815
18,고려대,11,10,12,7,14,10,9,8,0,816
18,광운대,0,0,0,0,0,1,0,0,0,817
18,국민대,0,0,1,3,0,0,0,1,0,818
18,단국대,0,1,1,1,1,0,1,2,0,819
18,덕성여대,0,0,1,0,0,0,1,0,0,820
18,동국대,2,1,3,0,3,2,2,3,0,821
18,동아대,0,0,0,0,1,0,0,0,0,822
18,명지대,0,0,0,0,0,0,1,0,0,823
18,목포대,0,0,0,1,0,0,0,0,0,824
18,목포해양대,0,0,0,0,0,1,0,0,0,825
18,배재대,0,0,0,0,0,0,1,1,0,826
18,부경대,0,0,0,0,0,1,0,0,0,827
18,부산대,0,1,0,0,0,1,1,1,0,828
14,해외대,0,0,0,0,0,0,0,0,1,1422
18,삼육대,1,0,0,0,0,0,0,0,0,830
18,서강대,4,5,3,3,2,3,0,7,0,831
18,서울교대,0,0,1,0,1,0,0,1,0,832
18,서울대,8,9,5,8,11,11,10,7,0,833
18,서울시립대,1,4,0,1,1,3,1,3,0,834
18,성공회대,0,0,1,0,0,0,1,0,0,835
18,성균관대,6,11,9,8,10,8,11,10,0,836
18,성신여대,0,0,0,0,0,1,0,0,0,837
18,수원대,0,0,0,1,0,0,0,0,0,838
18,숙명여대,2,2,0,1,2,3,5,5,0,839
18,순천대,0,0,0,0,0,0,1,1,0,840
18,순천향대,0,1,0,0,0,0,0,0,0,841
18,숭실대,0,0,4,0,1,0,2,2,0,842
18,아주대,2,2,1,0,1,0,0,1,0,843
18,연세대,14,20,6,10,8,10,5,7,0,844
18,영남대,0,0,0,0,1,0,0,0,0,845
18,영산대,0,0,0,0,0,0,1,0,0,846
18,울산과기대,0,0,0,0,0,0,0,1,0,847
18,원광대,2,0,0,2,1,0,0,0,0,848
18,육군사관학교,0,1,0,1,0,0,0,0,0,849
18,이화여대,6,16,8,11,5,9,9,10,0,850
18,인천대,0,0,0,0,0,0,0,1,0,851
18,인하대,0,2,0,3,0,1,0,0,0,852
18,전남대,35,18,33,27,27,26,24,18,0,853
18,전북대,1,0,2,1,2,3,1,1,0,854
18,제주대,0,0,0,0,0,0,0,1,0,855
18,조선대,1,1,0,6,2,2,2,4,0,856
18,중앙대,4,3,3,5,1,3,2,2,0,857
18,총신대,1,0,0,0,0,0,0,0,0,858
18,충남대,0,0,1,0,1,0,0,0,0,859
18,충북대,0,0,1,0,0,0,0,0,0,860
18,학점은행,0,0,0,0,0,0,0,1,0,861
18,포항공대,1,0,0,0,0,0,0,0,0,862
18,한국교원대,0,0,1,0,1,0,0,0,0,863
18,한국방통대,0,2,2,0,0,2,0,0,0,864
18,한국외대,4,2,7,3,2,1,6,7,0,865
18,한국항공대,0,0,0,0,0,2,0,0,0,866
18,한국해양대,0,0,0,1,0,0,0,0,0,867
18,한동대,0,0,0,0,2,0,4,2,0,868
18,한성대,0,0,0,0,0,1,0,0,0,869
18,한양대,8,4,8,6,9,6,11,7,0,870
18,홍익대,1,0,3,2,0,1,3,2,0,871
19,가천대,0,0,0,0,1,0,1,0,0,872
19,가톨릭대,0,0,0,0,3,1,0,0,0,873
19,강원대,1,0,0,1,0,0,1,0,0,874
19,건국대,0,2,0,1,0,1,2,2,0,875
19,경북대,1,0,0,1,0,1,0,0,0,876
19,경찰대,0,0,0,0,0,1,5,0,0,877
19,경희대,2,6,3,4,5,6,5,3,0,878
19,고려대,9,7,4,5,3,10,6,3,0,879
19,광운대,0,0,0,0,0,0,0,1,0,880
19,광주교대,1,0,0,0,0,0,0,0,0,881
19,국민대,0,0,1,0,0,0,0,2,0,882
19,군산대,0,0,0,0,0,0,0,2,0,883
19,단국대,1,0,1,0,0,1,2,2,0,884
19,대구가톨릭대,0,0,0,0,0,0,1,0,0,885
19,대구대,0,0,0,0,1,0,0,0,0,886
19,덕성여대,0,0,0,1,0,0,0,0,0,887
19,동국대,0,0,0,1,2,0,0,2,0,888
19,동아대,0,0,0,0,0,1,0,0,0,889
19,동양대,0,0,0,0,0,0,0,1,0,890
19,명지대,0,0,0,0,0,1,0,0,0,891
19,목포해양대,0,0,0,0,0,1,0,0,0,892
19,부경대,0,0,1,1,0,0,1,0,0,893
19,부산대,1,0,0,0,1,1,1,0,0,894
19,상명대,0,0,1,0,0,0,1,0,0,895
19,서강대,4,6,1,1,0,4,2,3,0,896
19,서울대,9,7,2,1,2,5,3,5,0,897
19,서울시립대,0,1,2,3,1,3,1,1,0,898
19,서울여대,0,1,0,1,1,0,1,0,0,899
19,성공회대,0,0,0,0,1,0,1,0,0,900
19,성균관대,7,6,4,3,4,2,6,6,0,901
19,성신여대,0,0,0,0,0,1,0,1,0,902
19,세종대,0,0,0,0,0,1,0,0,0,903
19,숙명여대,0,0,2,0,2,2,5,3,0,904
19,숭실대,0,0,0,1,1,1,0,0,0,905
19,아주대,0,1,0,0,0,0,0,2,0,906
19,연세대,12,7,6,14,6,6,0,6,0,907
19,영남대,0,0,0,1,1,0,0,0,0,908
19,영산대,0,0,0,0,0,0,1,0,0,909
19,우석대,0,0,0,1,0,0,0,0,0,910
19,원광대,0,0,0,1,1,0,2,0,0,911
19,이화여대,4,4,11,8,3,2,3,4,0,912
19,인하대,0,2,1,1,0,2,2,0,0,913
19,전남대,1,1,0,0,2,0,2,0,0,914
19,전북대,8,10,9,15,17,11,6,9,0,915
19,전주교대,0,0,0,1,3,0,0,0,0,916
19,전주대,0,0,1,0,0,0,0,0,0,917
19,조선대,0,0,1,0,1,1,3,2,0,918
19,중앙대,4,1,7,3,6,5,3,4,0,919
19,청주대,0,0,0,0,0,0,1,0,0,920
19,충남대,1,2,0,0,0,0,0,1,0,921
19,충북대,0,0,0,0,0,1,0,1,0,922
19,학점은행,1,1,1,0,0,0,1,1,0,923
15,해외대,0,0,0,0,0,0,0,0,1,1449
19,한국방통대,1,0,0,0,0,0,1,0,0,925
19,한국외대,3,8,8,3,1,3,1,4,0,926
19,한동대,0,0,1,0,2,2,0,1,0,927
19,한림대,0,0,0,0,0,0,1,0,0,928
19,한양대,3,5,6,2,7,5,8,5,0,929
19,해군사관학교,0,0,0,1,0,0,0,0,0,930
19,홍익대,2,1,2,3,5,1,2,1,0,931
16,카이스트,4,2,0,1,0,0,0,1,0,744
19,전기통신대(일),0,0,1,0,0,0,0,0,0,933
16,해외대,0,0,0,0,0,0,0,1,0,747
16,해외대,0,0,0,0,0,0,0,1,0,748
19,인민대,0,0,1,1,0,0,0,0,0,936
16,해외대,0,0,0,0,0,0,0,1,0,750
16,해외대,0,2,3,0,5,3,8,0,0,751
16,해외대,0,0,0,0,0,0,0,0,1,1678
16,해외대,0,0,0,0,0,0,0,0,1,1683
16,해외대,0,0,0,0,0,0,0,0,1,1684
16,해외대,0,0,0,0,0,0,0,0,1,1685
20,가톨릭대,0,1,3,0,0,0,0,0,0,943
20,강원대,0,0,0,0,1,0,0,1,0,944
20,건국대,1,0,2,2,1,0,0,0,0,945
20,경북대,0,1,1,0,0,0,0,0,0,946
20,가천대,0,0,0,0,0,1,0,1,0,947
20,경찰대,1,0,0,0,0,0,1,0,0,948
20,경희대,1,3,3,1,0,7,9,1,0,949
20,고려대,6,5,4,4,3,8,3,2,0,950
20,광운대,0,0,1,0,0,0,0,1,0,951
20,국민대,0,0,0,1,0,0,0,1,0,952
20,글로벌사이버대,0,0,0,0,0,0,1,0,0,953
20,단국대,0,0,0,0,0,1,0,1,0,954
20,대구가톨릭대,0,0,0,0,1,0,0,0,0,955
20,대구교대,0,1,0,1,0,0,0,0,0,956
20,대구외대,0,0,0,0,0,0,1,0,0,957
20,덕성여대,0,0,1,0,0,0,1,1,0,958
20,동국대,0,0,0,0,1,0,1,1,0,959
20,동덕여대,0,0,0,0,0,0,0,1,0,960
20,목포해양대,0,1,0,0,0,0,0,0,0,961
20,명지대,0,0,0,0,0,0,1,0,0,962
20,백석대,0,0,0,1,0,0,0,0,0,963
20,부경대,0,0,1,0,1,0,0,0,0,964
20,부산대,1,0,0,0,2,1,2,1,0,965
20,상지대,0,0,1,0,0,0,0,0,0,966
20,서강대,0,0,0,1,0,0,0,1,0,967
20,서울과기대,0,0,0,0,0,0,1,0,0,968
20,서울대,6,2,1,4,2,4,1,1,0,969
20,서울디지털대,1,0,0,0,0,0,0,0,0,970
20,서울시립대,4,1,0,0,2,0,0,1,0,971
20,성균관대,2,2,2,2,3,3,2,4,0,972
20,성신여대,0,0,0,0,0,0,1,1,0,973
20,숙명여대,1,1,0,3,0,1,0,3,0,974
20,숭실대,0,0,1,0,2,0,0,0,0,975
20,아주대,0,3,1,2,1,2,0,0,0,976
20,연세대,3,3,3,4,2,0,6,2,0,977
20,영남대,0,1,2,1,0,0,0,0,0,978
20,원광대,1,2,1,0,0,0,0,0,0,979
20,이화여대,3,1,2,1,1,3,2,4,0,980
20,인제대,0,0,1,0,0,0,0,1,0,981
20,전남대,2,1,1,1,0,1,1,0,0,982
20,제주교대,0,0,0,0,0,0,1,0,0,983
20,제주대,0,4,4,2,3,3,1,4,0,984
20,조선대,1,0,1,1,0,0,0,0,0,985
20,중앙대,0,3,0,0,3,0,0,3,0,986
20,충북대,0,0,0,0,0,1,0,1,0,987
20,포항공대,0,1,0,0,0,0,0,0,0,988
20,학점은행,0,0,1,1,0,1,0,0,0,989
20,한국교원대,1,0,0,0,0,0,0,0,0,990
20,한국방통대,0,0,0,0,0,0,1,0,0,991
20,한국외대,2,2,1,3,1,3,1,2,0,992
20,한국해양대,0,0,0,0,1,0,0,0,0,993
20,한동대,1,0,0,2,0,0,0,1,0,994
20,한세대,0,0,0,0,0,0,1,0,0,995
20,한양대,0,2,3,2,4,0,1,1,0,996
20,홍익대,0,1,1,0,0,0,0,0,0,997
16,해외대,0,0,0,0,0,0,0,0,1,1686
16,해외대,0,0,0,0,0,0,0,0,1,1688
17,카이스트,0,1,0,1,0,0,1,0,0,782
20,복강대,0,0,0,0,0,0,0,1,0,1001
17,해외대,1,0,0,0,0,0,0,0,0,790
17,해외대,0,0,0,0,1,0,0,0,0,791
17,해외대,0,0,0,0,1,0,0,0,0,792
17,해외대,0,0,0,0,0,1,0,0,0,793
17,해외대,0,0,0,0,0,1,0,0,0,794
17,해외대,0,0,0,0,0,0,0,1,0,795
21,건국대,1,4,0,0,0,2,1,0,0,1008
21,경북대,0,1,0,0,1,0,0,0,0,1009
21,경찰대,1,1,0,0,0,1,0,0,0,1010
21,경희대,0,1,0,0,0,1,0,0,0,1011
21,고려대,10,3,9,14,10,5,11,9,0,1012
21,단국대,1,0,0,0,0,0,0,0,0,1013
21,서강대,1,0,0,3,1,1,0,0,1,1014
21,서경대,0,0,0,1,0,0,0,0,0,1015
21,서울대,12,15,3,8,4,9,6,8,0,1016
21,서울여대,0,0,0,0,1,0,0,0,0,1017
21,성균관대,2,2,3,0,1,6,3,3,0,1018
21,숙명여대,1,0,0,0,0,2,0,0,2,1019
21,연세대,4,6,7,15,17,6,14,12,0,1020
21,이화여대,3,7,4,2,3,5,4,3,0,1021
21,전남대,1,0,0,0,0,0,0,0,0,1022
21,중앙대,11,12,20,5,10,14,12,15,0,1023
21,충북대,0,0,1,0,0,0,0,0,0,1024
17,해외대,0,0,0,0,0,1,0,0,0,796
21,한국외대,1,0,0,0,2,0,1,0,1,1026
21,한양대,1,0,5,1,2,0,0,1,1,1027
17,해외대,0,0,0,0,0,0,0,0,3,1473
18,해외대,0,0,0,0,1,0,0,0,0,797
18,해외대,0,1,0,0,0,0,0,0,0,798
22,가천대,0,0,0,0,0,0,1,2,0,1031
22,가톨릭대,0,0,0,1,1,2,0,1,0,1032
22,감리신학대,0,0,0,0,0,0,0,1,0,1033
22,강원대,1,0,0,1,0,0,0,0,0,1034
22,건국대,1,2,3,1,0,3,1,2,0,1035
22,경북대,1,2,1,1,0,0,0,0,0,1036
22,경상대,0,0,1,0,0,0,0,0,0,1037
22,경인교대,0,0,0,0,0,1,0,0,0,1038
22,경찰대,1,0,1,0,0,1,1,0,0,1039
22,경희대,0,0,3,2,6,11,6,5,0,1040
22,계명대,0,0,0,1,0,0,0,0,0,1041
22,고려대,16,11,11,11,14,7,10,13,0,1042
22,공군사관학교,0,0,0,0,0,1,1,0,0,1043
22,공주대,0,0,0,0,0,0,0,1,0,1044
22,공주교대,0,0,0,0,1,0,0,0,0,1045
22,광운대,0,0,0,0,2,0,0,0,0,1046
22,국민대,0,0,1,1,0,1,2,1,0,1047
22,금강대,0,0,0,0,1,0,0,0,0,1048
22,대구교대,0,0,0,1,0,0,0,0,0,1049
22,독학사,0,0,1,0,0,0,0,0,0,1050
22,동국대,1,1,3,2,0,2,2,4,0,1051
22,동덕여대,0,0,1,0,0,0,0,0,0,1052
22,동아대,0,0,0,1,1,1,1,2,0,1053
22,동의대,0,1,0,0,0,0,0,0,0,1054
22,부경대,0,0,0,1,0,0,0,0,0,1055
22,부산대,1,0,1,0,0,1,0,0,0,1056
22,상명대,0,0,0,0,0,1,0,0,0,1057
22,서강대,8,9,4,2,3,6,3,4,0,1058
22,서울교대,0,1,0,0,0,0,0,0,0,1059
22,서울대,19,12,11,5,10,6,10,6,0,1060
22,서울시립대,4,2,2,2,0,1,3,2,0,1061
22,서울여대,0,1,0,0,0,0,0,0,0,1062
22,선문대,0,0,0,0,0,0,0,1,0,1063
22,성공회대,0,0,0,0,0,0,1,0,0,1064
22,성균관대,5,7,8,2,8,8,9,7,0,1065
22,성신여대,0,0,0,0,1,0,0,0,0,1066
22,세종대,0,0,1,1,1,0,0,0,0,1067
22,숙명여대,0,0,2,4,3,3,0,4,0,1068
22,숭실대,0,1,3,0,2,1,1,0,0,1069
22,아주대,0,3,1,1,2,1,1,0,0,1070
22,안양대,0,0,0,1,0,0,0,0,0,1071
22,연세대,6,12,8,11,10,13,5,8,0,1072
22,영남대,0,0,0,0,1,1,0,0,0,1073
22,영산대,0,0,0,1,0,0,0,0,0,1074
22,원광대,0,1,0,0,1,0,0,1,0,1075
22,육군사관학교,0,1,0,0,0,1,0,0,0,1076
22,을지의과대 ,0,0,0,0,0,1,0,0,0,1077
22,이화여대,5,10,8,10,6,9,8,4,0,1078
22,인하대,0,1,1,0,2,2,0,1,0,1079
22,전남대,0,0,0,1,0,0,1,1,0,1080
22,전북대,0,0,0,1,1,0,0,0,0,1081
22,제주대,0,0,1,0,0,0,1,0,0,1082
22,조선대,0,1,0,0,0,0,0,0,0,1083
22,중앙대,2,2,4,7,2,1,2,0,0,1084
22,춘천교대,1,0,0,0,0,0,0,0,0,1085
22,충남대,10,8,7,10,9,2,13,15,0,1086
22,충북대,1,2,3,0,1,0,1,0,0,1087
22,포항공대,3,0,0,1,0,1,0,1,0,1088
22,학점은행,0,1,0,2,0,0,0,1,0,1089
18,해외대,0,1,0,0,0,0,0,0,0,799
22,한국교원대,0,0,1,1,0,0,0,0,0,1091
22,한국기술교육대,0,0,0,0,0,1,0,0,0,1092
22,한국외대,0,2,5,5,1,4,0,4,0,1093
22,한국항공대,1,0,0,1,0,0,0,0,0,1094
22,한국해양대,0,0,1,0,0,0,0,0,0,1095
22,한동대,0,0,2,2,1,1,3,1,0,1096
22,한양대,5,5,5,4,10,11,13,9,0,1097
22,호서대,0,0,0,0,0,0,1,1,0,1098
22,홍익대,1,4,0,2,2,0,2,2,0,1099
18,해외대,0,0,0,0,1,0,1,0,0,800
18,해외대,0,0,0,0,0,1,0,0,0,801
18,해외대,0,0,0,0,0,1,0,0,0,802
18,해외대,0,0,0,0,1,0,0,0,0,803
23,가톨릭대,1,1,0,1,1,3,0,0,0,1104
23,건국대,1,2,3,2,1,2,1,0,0,1105
23,경기대,0,0,0,1,0,0,0,1,0,1106
23,경북대,0,0,0,0,1,0,1,0,0,1107
23,경성대,0,1,0,0,0,0,0,0,0,1108
23,경찰대,1,1,1,0,0,1,0,0,0,1109
23,경희대,3,3,3,4,1,5,5,4,0,1110
23,고려대,12,8,12,8,5,9,2,1,0,1111
23,공군사관학교,0,1,0,0,0,0,0,0,0,1112
23,광운대,0,0,0,0,1,0,0,0,0,1113
23,국민대,0,0,1,2,4,1,2,1,0,1114
23,단국대,0,0,0,0,2,0,2,2,0,1115
23,대구대,0,0,0,0,1,0,0,0,0,1116
23,대전대,0,0,0,0,0,0,1,1,0,1117
23,덕성여대,0,0,0,0,0,0,1,1,0,1118
23,동국대,1,0,3,2,3,1,3,2,0,1119
23,동아대,0,0,0,0,1,0,0,0,0,1120
23,명지대,0,0,0,0,0,0,1,0,0,1121
23,부산교대,0,0,0,1,0,0,0,0,0,1122
23,부산대,1,0,1,1,0,3,1,1,0,1123
23,상명대,0,1,0,0,0,0,0,0,0,1124
23,서강대,2,1,1,1,1,0,2,1,0,1125
23,서울대,3,11,2,1,4,3,2,2,0,1126
23,서울시립대,1,1,0,2,3,0,0,2,0,1127
23,성균관대,5,4,5,2,6,4,2,6,0,1128
23,성신여대,0,0,2,0,2,0,1,1,0,1129
23,세종대,0,0,0,0,0,1,0,0,0,1130
23,숙명여대,0,2,1,3,3,2,5,8,0,1131
23,숭실대,0,0,0,2,0,0,2,0,0,1132
23,숭실사이버대,0,0,0,0,0,0,1,0,0,1133
23,신라대,0,0,0,0,1,0,0,0,0,1134
23,아주대,1,0,1,2,1,1,3,0,0,1135
23,연세대,10,6,7,2,5,5,4,1,0,1136
23,영남대,0,0,0,0,1,0,0,1,0,1137
23,원광대,0,1,0,0,0,0,0,0,0,1138
23,우석대,0,0,0,0,0,0,0,1,0,1139
23,육군사관학교,2,0,1,0,0,0,0,0,0,1140
23,이화여대,4,10,4,0,6,12,6,8,0,1141
23,인제대,0,0,0,1,0,0,0,0,0,1142
23,인천대,0,0,0,1,0,0,0,0,0,1143
23,인하대,2,1,2,10,0,2,0,0,0,1144
23,전남대,0,0,1,0,1,0,0,0,0,1145
23,전북대,0,0,0,0,0,0,0,1,0,1146
23,중앙대,2,2,1,3,2,1,3,2,0,1147
23,청주교대,0,0,0,1,0,0,0,0,0,1148
23,충남대,1,0,1,3,2,2,2,4,0,1149
23,충북대,6,5,10,7,3,5,7,1,0,1150
23,포항공대,0,0,0,1,0,0,0,0,0,1151
