schoolindex,school,y9,y10,y11,y12,y13,y14,y15,y16,y17,sum
12,기타 대학,0,0,0,0,0,0,0,1,0,1
12,숙명여대,1,1,0,1,1,0,1,1,0,6
12,기타 대학,2,4,6,4,3,5,4,4,0,32
12,연세대,11,9,8,8,6,9,4,6,0,61
12,기타 대학,0,1,0,0,0,0,0,0,0,1
12,기타 대학,1,0,0,0,0,0,0,0,0,1
12,기타 대학,1,0,0,1,0,1,0,0,0,3
12,기타 대학,0,0,0,0,0,0,0,1,0,1
12,기타 대학,0,0,1,0,0,0,0,0,0,1
12,이화여대,2,7,2,3,7,0,3,0,0,24
12,기타 대학,0,0,1,0,0,0,0,0,0,1
12,기타 대학,1,0,0,0,0,0,0,1,0,2
12,기타 대학,0,0,1,0,0,0,0,0,0,1
12,기타 대학,0,0,1,0,0,0,0,0,0,1
12,중앙대,2,0,2,0,0,1,0,3,0,8
11,해외대,0,0,0,1,0,0,0,0,0,1
12,기타 대학,0,0,0,0,0,0,0,1,0,1
12,한국외대,2,0,1,0,0,1,0,0,0,4
12,한동대,1,0,0,0,0,0,0,0,0,1
12,한양대,2,2,3,3,2,3,4,2,0,21
12,홍익대,0,1,1,1,1,0,0,1,0,5
11,해외대,0,0,0,1,0,0,0,0,0,1
11,해외대,0,1,0,0,0,0,0,0,0,1
13,서울시립대,0,1,0,1,0,2,0,0,0,4
13,성균관대,0,1,0,3,1,0,1,1,0,7
13,기타 대학,0,0,0,0,0,0,1,0,0,1
13,숙명여대,1,0,1,1,0,0,0,0,0,3
13,기타 대학,0,0,1,0,0,0,0,0,0,1
13,연세대,66,62,69,59,63,71,67,71,0,528
13,이화여대,2,6,6,2,2,1,2,0,0,21
13,전남대,0,1,0,1,0,0,0,0,0,2
13,중앙대,0,0,1,0,0,0,0,0,0,1
13,충남대,0,1,0,0,0,0,0,0,0,1
13,기타 대학,0,2,2,2,3,2,0,1,0,12
13,기타 대학,0,0,0,1,0,0,1,0,0,2
11,해외대,0,1,0,0,0,0,0,0,0,1
13,기타 대학,0,0,0,0,0,0,1,0,0,1
13,한국외대,1,0,1,0,0,1,1,0,0,4
13,한동대,0,0,0,0,2,0,0,0,0,2
13,한양대,1,0,1,1,5,2,2,6,0,18
13,홍익대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,1,0,0,0,0,0,1
11,해외대,0,1,0,0,0,0,0,0,0,1
11,해외대,0,0,0,0,0,1,0,0,0,1
11,해외대,0,0,0,0,0,1,0,0,0,1
11,해외대,0,0,0,0,0,1,0,0,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,해외대,0,0,0,0,0,0,0,1,0,1
11,카이스트,0,0,0,0,0,0,0,0,1,1
11,해외대,0,0,0,0,0,0,0,0,1,1
12,카이스트,0,1,0,0,0,1,0,0,0,2
12,해외대,0,0,0,0,0,0,0,2,0,2
12,해외대,0,0,0,0,0,1,0,0,0,1
13,기타 대학,0,0,0,0,1,0,0,0,0,1
13,건국대,0,0,0,0,0,0,1,0,0,1
13,경찰대,1,1,3,0,1,3,2,2,0,13
13,경희대,0,2,1,1,0,0,0,0,0,4
13,기타 대학,0,0,0,0,0,0,0,1,0,1
13,고려대,0,6,5,13,4,5,3,5,0,41
13,서강대,0,1,1,1,2,0,0,3,0,8
13,기타 대학,0,0,0,0,1,0,0,0,0,1
13,서울대,39,32,31,25,31,36,40,29,0,263
14,건국대,2,0,0,2,0,1,2,0,0,7
14,경북대,7,1,3,4,7,4,2,1,0,29
14,기타 대학,0,0,0,1,0,1,0,0,0,2
14,경찰대,0,0,0,0,0,0,0,1,0,1
14,경희대,5,5,2,4,4,4,3,3,0,30
14,기타 대학,1,0,1,0,2,0,0,0,0,4
14,고려대,6,11,14,16,10,8,6,10,0,81
14,기타 대학,1,0,0,0,0,1,0,0,0,2
14,기타 대학,0,0,0,1,0,0,2,1,0,4
14,기타 대학,0,0,0,0,0,1,0,0,0,1
14,기타 대학,0,0,0,0,1,0,0,0,0,1
14,기타 대학,0,0,1,1,1,0,1,0,0,4
14,동국대,0,1,1,1,1,2,0,3,0,9
14,동아대,0,0,0,1,1,0,0,1,0,3
14,부산대,2,1,1,4,3,2,5,2,0,20
14,기타 대학,0,1,0,0,0,0,0,0,0,1
14,서강대,2,1,3,1,0,0,0,1,0,8
14,서울대,5,17,10,11,8,5,5,8,0,69
14,서울시립대,1,0,1,0,1,1,2,1,0,7
14,성균관대,5,7,5,5,6,13,1,8,0,50
14,숙명여대,1,0,1,1,0,0,1,0,0,4
14,기타 대학,0,1,0,1,2,0,0,0,0,4
14,기타 대학,0,0,0,0,0,1,0,1,0,2
14,연세대,7,8,6,2,7,6,5,4,0,45
14,기타 대학,4,2,9,3,4,5,8,3,0,38
14,기타 대학,1,0,0,0,0,0,0,0,0,1
14,기타 대학,1,2,1,0,0,0,1,0,0,5
14,이화여대,2,2,4,1,1,1,3,5,0,19
14,기타 대학,0,0,0,0,0,0,1,0,0,1
14,기타 대학,1,0,0,0,0,1,4,0,0,6
14,기타 대학,0,0,0,1,0,0,0,0,0,1
14,전남대,1,0,1,0,0,0,2,3,0,7
14,전북대,0,1,0,0,0,0,0,2,0,3
14,기타 대학,0,0,0,0,0,0,1,0,0,1
14,기타 대학,0,0,1,0,0,0,0,0,0,1
14,중앙대,1,2,2,1,2,1,3,3,0,15
14,충남대,1,1,0,0,1,0,4,0,0,7
14,기타 대학,0,0,0,1,1,0,2,1,0,5
12,해외대,0,0,0,0,0,0,0,0,2,2
14,기타 대학,0,0,0,0,0,0,0,1,0,1
14,한국외대,3,1,3,4,4,8,1,2,0,26
14,한동대,0,0,0,0,0,0,2,1,0,3
14,한양대,9,8,5,4,5,4,3,4,0,42
14,홍익대,0,1,0,1,0,1,0,0,0,3
13,카이스트,7,8,3,3,1,1,2,3,0,28
15,기타 대학,0,0,0,0,1,0,0,0,0,1
15,기타 대학,0,0,0,0,0,1,1,0,0,2
15,기타 대학,0,0,0,1,0,0,0,0,0,1
15,건국대,3,1,1,3,0,4,4,5,0,21
15,기타 대학,0,1,0,0,0,1,0,0,0,2
15,기타 대학,0,0,0,0,1,0,0,1,0,2
15,경북대,0,2,4,0,0,2,0,0,0,8
15,기타 대학,0,0,0,1,0,0,0,0,0,1
15,경찰대,0,0,0,0,1,0,1,0,0,2
15,경희대,2,5,2,4,2,4,7,1,0,27
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,고려대,10,5,7,4,9,1,1,3,0,40
15,기타 대학,0,0,0,2,1,0,0,1,0,4
15,기타 대학,0,1,0,3,0,0,0,1,0,5
15,기타 대학,0,0,1,2,0,3,1,2,0,9
15,기타 대학,0,0,0,0,0,0,0,1,0,1
15,기타 대학,0,0,0,1,0,0,0,0,0,1
15,기타 대학,0,0,0,0,0,0,0,1,0,1
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,동국대,0,0,0,1,0,0,3,3,0,7
15,기타 대학,1,0,0,0,0,0,0,0,0,1
15,동아대,0,0,0,0,1,2,0,0,0,3
15,기타 대학,0,0,1,1,1,0,1,0,0,4
15,기타 대학,1,0,0,0,0,0,0,0,0,1
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,기타 대학,0,0,0,0,0,1,0,1,0,2
15,부산대,1,4,2,2,1,3,1,1,0,15
15,기타 대학,0,0,0,0,0,0,1,1,0,2
15,기타 대학,0,0,0,0,0,0,0,1,0,1
15,서강대,3,0,2,0,2,1,4,0,0,12
15,서울대,6,1,4,2,1,3,3,0,0,20
15,서울시립대,1,1,1,0,3,1,0,2,0,9
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,성균관대,4,0,4,5,4,3,4,1,0,25
15,기타 대학,0,0,0,1,0,1,1,1,0,4
15,기타 대학,0,0,0,2,0,0,0,0,0,2
15,기타 대학,0,0,0,0,0,0,0,1,0,1
15,숙명여대,2,3,1,1,0,0,0,3,0,10
15,기타 대학,1,0,0,0,0,0,0,0,0,1
15,기타 대학,0,2,2,0,1,0,1,0,0,6
15,기타 대학,0,1,0,2,1,0,1,4,0,9
15,연세대,6,3,2,3,7,2,2,2,0,27
15,기타 대학,0,1,4,1,1,0,0,0,0,7
15,기타 대학,0,1,0,0,0,0,0,0,0,1
15,기타 대학,3,6,5,6,5,5,3,1,0,34
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,이화여대,5,9,4,2,0,3,4,1,0,28
15,기타 대학,0,0,0,0,0,0,2,0,0,2
15,기타 대학,0,0,0,1,0,0,0,0,0,1
15,기타 대학,0,0,0,0,0,1,0,0,0,1
15,전남대,1,1,0,0,0,0,4,2,0,8
15,전북대,0,0,0,2,0,3,5,4,0,14
15,기타 대학,0,0,1,0,0,0,0,0,0,1
15,기타 대학,0,1,0,0,0,0,0,0,0,1
15,기타 대학,0,0,0,2,0,0,1,1,0,4
15,중앙대,3,3,4,2,4,0,0,3,0,19
15,기타 대학,0,0,0,0,1,0,0,0,0,1
15,기타 대학,0,0,0,0,1,0,0,0,0,1
15,충남대,2,1,1,0,2,0,0,0,0,6
15,기타 대학,1,0,0,0,0,1,0,0,0,2
15,기타 대학,0,1,1,0,1,3,2,2,0,10
15,기타 대학,0,1,0,0,0,0,0,0,0,1
15,한국외대,3,4,2,1,1,0,4,3,0,18
15,기타 대학,0,0,0,0,2,0,0,0,0,2
15,한동대,0,0,0,0,0,0,0,1,0,1
15,기타 대학,0,0,1,0,0,0,0,0,0,1
15,한양대,1,4,5,4,7,7,2,4,0,34
15,홍익대,0,2,1,1,3,1,0,3,0,11
16,건국대,0,0,0,0,1,0,2,1,0,4
16,경희대,0,1,0,0,1,1,0,0,0,3
16,고려대,9,8,13,16,18,16,20,18,0,118
16,동아대,0,0,0,0,0,0,0,1,0,1
16,부산대,0,0,0,0,0,1,0,0,0,1
16,서강대,0,0,0,0,0,0,2,2,0,4
16,기타 대학,0,0,0,0,0,1,0,0,0,1
16,서울대,24,31,24,15,17,13,17,14,0,155
16,서울시립대,0,1,0,0,1,0,0,1,0,3
16,성균관대,1,3,1,1,2,0,1,1,0,10
16,숙명여대,0,0,0,0,1,1,2,0,0,4
16,기타 대학,0,0,0,0,0,1,0,0,0,1
16,기타 대학,0,0,1,0,0,1,0,0,0,2
16,연세대,10,19,16,23,26,18,17,22,0,151
16,기타 대학,1,0,0,0,0,0,0,0,0,1
16,이화여대,49,36,39,51,25,41,29,33,0,303
16,전남대,1,0,0,0,0,0,0,0,0,1
16,중앙대,0,0,0,0,1,0,1,1,0,3
16,기타 대학,1,0,0,0,0,0,0,0,0,1
13,해외대,0,0,0,1,0,0,0,0,0,1
16,한국외대,0,0,0,0,1,2,0,1,0,4
16,한양대,0,0,4,2,5,4,1,3,0,19
13,해외대,1,0,0,0,0,0,0,0,0,1
13,해외대,0,0,0,1,0,0,0,0,0,1
16,기타 대학,0,0,0,0,0,0,0,1,0,1
13,해외대,0,0,0,1,1,0,0,0,0,2
13,해외대,0,0,0,2,2,1,1,2,0,8
17,기타 대학,0,0,0,0,0,0,0,1,0,1
17,기타 대학,0,0,0,0,0,1,0,0,0,1
17,건국대,0,1,0,0,3,1,0,1,0,6
17,기타 대학,0,0,0,0,0,1,0,0,0,1
17,경찰대,1,0,0,0,0,0,1,1,0,3
17,경희대,0,1,1,1,2,1,0,0,0,6
17,기타 대학,0,0,0,0,0,0,1,0,0,1
17,고려대,12,13,5,12,7,10,9,6,0,74
17,기타 대학,0,1,0,1,0,0,0,0,0,2
17,기타 대학,0,0,0,0,1,0,1,0,0,2
17,동국대,0,0,1,1,0,0,1,0,0,3
17,동아대,0,0,0,0,0,0,0,1,0,1
17,기타 대학,0,0,1,0,1,0,0,0,0,2
17,기타 대학,0,0,0,0,1,0,0,0,0,1
17,서강대,2,0,0,1,2,4,4,2,0,15
17,서울대,12,10,2,6,5,10,8,7,0,60
17,서울시립대,0,0,1,0,1,0,1,0,0,3
17,성균관대,4,2,8,4,2,1,3,3,0,27
17,숙명여대,0,0,0,1,3,1,1,1,0,7
17,기타 대학,0,0,0,0,1,0,0,0,0,1
17,기타 대학,0,0,0,0,0,0,1,1,0,2
17,연세대,6,8,6,9,5,9,7,8,0,58
17,기타 대학,0,2,0,0,0,0,0,0,0,2
17,이화여대,3,3,5,4,8,3,3,5,0,34
17,기타 대학,0,0,0,0,0,0,1,0,0,1
17,기타 대학,1,7,9,5,4,2,2,4,0,34
17,전북대,0,0,2,0,0,0,0,0,0,2
17,중앙대,2,0,1,2,0,0,0,1,0,6
17,충남대,0,0,0,0,0,0,0,1,0,1
17,기타 대학,0,0,1,0,0,0,0,0,0,1
13,해외대,0,0,0,1,0,0,1,0,0,2
17,기타 대학,0,1,0,0,0,0,0,1,0,2
17,기타 대학,0,0,0,1,0,0,0,0,0,1
17,한국외대,2,0,0,1,0,2,0,0,0,5
17,기타 대학,0,0,1,0,0,0,0,0,0,1
17,한동대,0,0,1,1,0,0,0,1,0,3
17,한양대,4,4,5,2,4,4,3,3,0,29
17,홍익대,0,0,0,0,3,0,2,4,0,9
13,해외대,0,0,0,1,0,0,0,0,0,1
13,해외대,0,0,0,1,1,0,0,1,0,3
13,해외대,1,0,0,0,1,0,0,0,0,2
13,해외대,0,1,0,0,0,0,0,0,0,1
13,해외대,0,0,1,0,0,0,0,0,0,1
13,해외대,0,0,0,0,1,0,0,0,0,1
13,해외대,0,0,0,0,1,0,0,0,0,1
13,해외대,0,0,0,0,1,0,0,0,0,1
13,해외대,0,0,0,0,0,0,0,1,0,1
13,해외대,0,0,0,0,0,0,1,0,0,1
13,해외대,0,0,0,0,0,0,0,1,0,1
13,해외대,0,0,0,0,0,0,0,1,0,1
13,해외대,0,0,0,0,0,0,0,0,1,1
13,해외대,0,0,0,0,0,0,0,0,1,1
13,해외대,0,0,0,0,0,0,0,0,1,1
13,카이스트,0,0,0,0,0,0,0,0,3,3
14,카이스트,0,1,0,0,1,0,1,0,0,3
18,기타 대학,0,0,1,0,0,0,0,1,0,2
18,기타 대학,0,0,0,0,0,0,1,0,0,1
18,건국대,0,1,2,3,0,3,2,4,0,15
14,해외대,1,0,0,0,0,0,0,0,0,1
18,경북대,0,1,1,2,1,0,0,0,0,5
18,기타 대학,0,0,0,0,0,0,0,1,0,1
18,기타 대학,0,1,1,0,0,0,0,0,0,2
18,경찰대,2,1,1,0,0,0,2,0,0,6
18,경희대,2,6,8,6,9,9,3,7,0,50
18,고려대,11,10,12,7,14,10,9,8,0,81
18,기타 대학,0,0,0,0,0,1,0,0,0,1
18,기타 대학,0,0,1,3,0,0,0,1,0,5
18,기타 대학,0,1,1,1,1,0,1,2,0,7
18,기타 대학,0,0,1,0,0,0,1,0,0,2
18,동국대,2,1,3,0,3,2,2,3,0,16
18,동아대,0,0,0,0,1,0,0,0,0,1
18,기타 대학,0,0,0,0,0,0,1,0,0,1
18,기타 대학,0,0,0,1,0,0,0,0,0,1
18,기타 대학,0,0,0,0,0,1,0,0,0,1
18,기타 대학,0,0,0,0,0,0,1,1,0,2
18,기타 대학,0,0,0,0,0,1,0,0,0,1
18,부산대,0,1,0,0,0,1,1,1,0,4
14,해외대,0,0,0,0,0,0,0,0,1,1
18,기타 대학,1,0,0,0,0,0,0,0,0,1
18,서강대,4,5,3,3,2,3,0,7,0,27
18,기타 대학,0,0,1,0,1,0,0,1,0,3
18,서울대,8,9,5,8,11,11,10,7,0,69
18,서울시립대,1,4,0,1,1,3,1,3,0,14
18,기타 대학,0,0,1,0,0,0,1,0,0,2
18,성균관대,6,11,9,8,10,8,11,10,0,73
18,기타 대학,0,0,0,0,0,1,0,0,0,1
18,기타 대학,0,0,0,1,0,0,0,0,0,1
18,숙명여대,2,2,0,1,2,3,5,5,0,20
18,기타 대학,0,0,0,0,0,0,1,1,0,2
18,기타 대학,0,1,0,0,0,0,0,0,0,1
18,기타 대학,0,0,4,0,1,0,2,2,0,9
18,기타 대학,2,2,1,0,1,0,0,1,0,7
18,연세대,14,20,6,10,8,10,5,7,0,80
18,기타 대학,0,0,0,0,1,0,0,0,0,1
18,기타 대학,0,0,0,0,0,0,1,0,0,1
18,기타 대학,0,0,0,0,0,0,0,1,0,1
18,기타 대학,2,0,0,2,1,0,0,0,0,5
18,기타 대학,0,1,0,1,0,0,0,0,0,2
18,이화여대,6,16,8,11,5,9,9,10,0,74
18,기타 대학,0,0,0,0,0,0,0,1,0,1
18,기타 대학,0,2,0,3,0,1,0,0,0,6
18,전남대,35,18,33,27,27,26,24,18,0,208
18,전북대,1,0,2,1,2,3,1,1,0,11
18,기타 대학,0,0,0,0,0,0,0,1,0,1
18,기타 대학,1,1,0,6,2,2,2,4,0,18
18,중앙대,4,3,3,5,1,3,2,2,0,23
18,기타 대학,1,0,0,0,0,0,0,0,0,1
18,충남대,0,0,1,0,1,0,0,0,0,2
18,기타 대학,0,0,1,0,0,0,0,0,0,1
18,기타 대학,0,0,0,0,0,0,0,1,0,1
18,기타 대학,1,0,0,0,0,0,0,0,0,1
18,기타 대학,0,0,1,0,1,0,0,0,0,2
18,기타 대학,0,2,2,0,0,2,0,0,0,6
18,한국외대,4,2,7,3,2,1,6,7,0,32
18,기타 대학,0,0,0,0,0,2,0,0,0,2
18,기타 대학,0,0,0,1,0,0,0,0,0,1
18,한동대,0,0,0,0,2,0,4,2,0,8
18,기타 대학,0,0,0,0,0,1,0,0,0,1
18,한양대,8,4,8,6,9,6,11,7,0,59
18,홍익대,1,0,3,2,0,1,3,2,0,12
19,기타 대학,0,0,0,0,1,0,1,0,0,2
19,기타 대학,0,0,0,0,3,1,0,0,0,4
19,기타 대학,1,0,0,1,0,0,1,0,0,3
19,건국대,0,2,0,1,0,1,2,2,0,8
19,경북대,1,0,0,1,0,1,0,0,0,3
19,경찰대,0,0,0,0,0,1,5,0,0,6
19,경희대,2,6,3,4,5,6,5,3,0,34
19,고려대,9,7,4,5,3,10,6,3,0,47
19,기타 대학,0,0,0,0,0,0,0,1,0,1
19,기타 대학,1,0,0,0,0,0,0,0,0,1
19,기타 대학,0,0,1,0,0,0,0,2,0,3
19,기타 대학,0,0,0,0,0,0,0,2,0,2
19,기타 대학,1,0,1,0,0,1,2,2,0,7
19,기타 대학,0,0,0,0,0,0,1,0,0,1
19,기타 대학,0,0,0,0,1,0,0,0,0,1
19,기타 대학,0,0,0,1,0,0,0,0,0,1
19,동국대,0,0,0,1,2,0,0,2,0,5
19,동아대,0,0,0,0,0,1,0,0,0,1
19,기타 대학,0,0,0,0,0,0,0,1,0,1
19,기타 대학,0,0,0,0,0,1,0,0,0,1
19,기타 대학,0,0,0,0,0,1,0,0,0,1
19,기타 대학,0,0,1,1,0,0,1,0,0,3
19,부산대,1,0,0,0,1,1,1,0,0,4
19,기타 대학,0,0,1,0,0,0,1,0,0,2
19,서강대,4,6,1,1,0,4,2,3,0,21
19,서울대,9,7,2,1,2,5,3,5,0,34
19,서울시립대,0,1,2,3,1,3,1,1,0,12
19,기타 대학,0,1,0,1,1,0,1,0,0,4
19,기타 대학,0,0,0,0,1,0,1,0,0,2
19,성균관대,7,6,4,3,4,2,6,6,0,38
19,기타 대학,0,0,0,0,0,1,0,1,0,2
19,기타 대학,0,0,0,0,0,1,0,0,0,1
19,숙명여대,0,0,2,0,2,2,5,3,0,14
19,기타 대학,0,0,0,1,1,1,0,0,0,3
19,기타 대학,0,1,0,0,0,0,0,2,0,3
19,연세대,12,7,6,14,6,6,0,6,0,57
19,기타 대학,0,0,0,1,1,0,0,0,0,2
19,기타 대학,0,0,0,0,0,0,1,0,0,1
19,기타 대학,0,0,0,1,0,0,0,0,0,1
19,기타 대학,0,0,0,1,1,0,2,0,0,4
19,이화여대,4,4,11,8,3,2,3,4,0,39
19,기타 대학,0,2,1,1,0,2,2,0,0,8
19,전남대,1,1,0,0,2,0,2,0,0,6
19,전북대,8,10,9,15,17,11,6,9,0,85
19,기타 대학,0,0,0,1,3,0,0,0,0,4
19,기타 대학,0,0,1,0,0,0,0,0,0,1
19,기타 대학,0,0,1,0,1,1,3,2,0,8
19,중앙대,4,1,7,3,6,5,3,4,0,33
19,기타 대학,0,0,0,0,0,0,1,0,0,1
19,충남대,1,2,0,0,0,0,0,1,0,4
19,기타 대학,0,0,0,0,0,1,0,1,0,2
19,기타 대학,1,1,1,0,0,0,1,1,0,5
15,해외대,0,0,0,0,0,0,0,0,1,1
19,기타 대학,1,0,0,0,0,0,1,0,0,2
19,한국외대,3,8,8,3,1,3,1,4,0,31
19,한동대,0,0,1,0,2,2,0,1,0,6
19,기타 대학,0,0,0,0,0,0,1,0,0,1
19,한양대,3,5,6,2,7,5,8,5,0,41
19,기타 대학,0,0,0,1,0,0,0,0,0,1
19,홍익대,2,1,2,3,5,1,2,1,0,17
16,카이스트,4,2,0,1,0,0,0,1,0,8
19,기타 대학,0,0,1,0,0,0,0,0,0,1
16,해외대,0,0,0,0,0,0,0,1,0,1
16,해외대,0,0,0,0,0,0,0,1,0,1
19,기타 대학,0,0,1,1,0,0,0,0,0,2
16,해외대,0,0,0,0,0,0,0,1,0,1
16,해외대,0,2,3,0,5,3,8,0,0,21
16,해외대,0,0,0,0,0,0,0,0,1,1
16,해외대,0,0,0,0,0,0,0,0,1,1
16,해외대,0,0,0,0,0,0,0,0,1,1
16,해외대,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,1,3,0,0,0,0,0,0,4
20,기타 대학,0,0,0,0,1,0,0,1,0,2
20,건국대,1,0,2,2,1,0,0,0,0,6
20,경북대,0,1,1,0,0,0,0,0,0,2
20,기타 대학,0,0,0,0,0,1,0,1,0,2
20,경찰대,1,0,0,0,0,0,1,0,0,2
20,경희대,1,3,3,1,0,7,9,1,0,25
20,고려대,6,5,4,4,3,8,3,2,0,35
20,기타 대학,0,0,1,0,0,0,0,1,0,2
20,기타 대학,0,0,0,1,0,0,0,1,0,2
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,기타 대학,0,0,0,0,0,1,0,1,0,2
20,기타 대학,0,0,0,0,1,0,0,0,0,1
20,기타 대학,0,1,0,1,0,0,0,0,0,2
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,기타 대학,0,0,1,0,0,0,1,1,0,3
20,동국대,0,0,0,0,1,0,1,1,0,3
20,기타 대학,0,0,0,0,0,0,0,1,0,1
20,기타 대학,0,1,0,0,0,0,0,0,0,1
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,기타 대학,0,0,0,1,0,0,0,0,0,1
20,기타 대학,0,0,1,0,1,0,0,0,0,2
20,부산대,1,0,0,0,2,1,2,1,0,7
20,기타 대학,0,0,1,0,0,0,0,0,0,1
20,서강대,0,0,0,1,0,0,0,1,0,2
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,서울대,6,2,1,4,2,4,1,1,0,21
20,기타 대학,1,0,0,0,0,0,0,0,0,1
20,서울시립대,4,1,0,0,2,0,0,1,0,8
20,성균관대,2,2,2,2,3,3,2,4,0,20
20,기타 대학,0,0,0,0,0,0,1,1,0,2
20,숙명여대,1,1,0,3,0,1,0,3,0,9
20,기타 대학,0,0,1,0,2,0,0,0,0,3
20,기타 대학,0,3,1,2,1,2,0,0,0,9
20,연세대,3,3,3,4,2,0,6,2,0,23
20,기타 대학,0,1,2,1,0,0,0,0,0,4
20,기타 대학,1,2,1,0,0,0,0,0,0,4
20,이화여대,3,1,2,1,1,3,2,4,0,17
20,기타 대학,0,0,1,0,0,0,0,1,0,2
20,전남대,2,1,1,1,0,1,1,0,0,7
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,기타 대학,0,4,4,2,3,3,1,4,0,21
20,기타 대학,1,0,1,1,0,0,0,0,0,3
20,중앙대,0,3,0,0,3,0,0,3,0,9
20,기타 대학,0,0,0,0,0,1,0,1,0,2
20,기타 대학,0,1,0,0,0,0,0,0,0,1
20,기타 대학,0,0,1,1,0,1,0,0,0,3
20,기타 대학,1,0,0,0,0,0,0,0,0,1
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,한국외대,2,2,1,3,1,3,1,2,0,15
20,기타 대학,0,0,0,0,1,0,0,0,0,1
20,한동대,1,0,0,2,0,0,0,1,0,4
20,기타 대학,0,0,0,0,0,0,1,0,0,1
20,한양대,0,2,3,2,4,0,1,1,0,13
20,홍익대,0,1,1,0,0,0,0,0,0,2
16,해외대,0,0,0,0,0,0,0,0,1,1
16,해외대,0,0,0,0,0,0,0,0,1,1
17,카이스트,0,1,0,1,0,0,1,0,0,3
20,기타 대학,0,0,0,0,0,0,0,1,0,1
17,해외대,1,0,0,0,0,0,0,0,0,1
17,해외대,0,0,0,0,1,0,0,0,0,1
17,해외대,0,0,0,0,1,0,0,0,0,1
17,해외대,0,0,0,0,0,1,0,0,0,1
17,해외대,0,0,0,0,0,1,0,0,0,1
17,해외대,0,0,0,0,0,0,0,1,0,1
21,건국대,1,4,0,0,0,2,1,0,0,8
21,경북대,0,1,0,0,1,0,0,0,0,2
21,경찰대,1,1,0,0,0,1,0,0,0,3
21,경희대,0,1,0,0,0,1,0,0,0,2
21,고려대,10,3,9,14,10,5,11,9,0,71
21,기타 대학,1,0,0,0,0,0,0,0,0,1
21,서강대,1,0,0,3,1,1,0,0,1,7
21,기타 대학,0,0,0,1,0,0,0,0,0,1
21,서울대,12,15,3,8,4,9,6,8,0,65
21,기타 대학,0,0,0,0,1,0,0,0,0,1
21,성균관대,2,2,3,0,1,6,3,3,0,20
21,숙명여대,1,0,0,0,0,2,0,0,2,5
21,연세대,4,6,7,15,17,6,14,12,0,81
21,이화여대,3,7,4,2,3,5,4,3,0,31
21,전남대,1,0,0,0,0,0,0,0,0,1
21,중앙대,11,12,20,5,10,14,12,15,0,99
21,기타 대학,0,0,1,0,0,0,0,0,0,1
17,해외대,0,0,0,0,0,1,0,0,0,1
21,한국외대,1,0,0,0,2,0,1,0,1,5
21,한양대,1,0,5,1,2,0,0,1,1,11
17,해외대,0,0,0,0,0,0,0,0,3,3
18,해외대,0,0,0,0,1,0,0,0,0,1
18,해외대,0,1,0,0,0,0,0,0,0,1
22,기타 대학,0,0,0,0,0,0,1,2,0,3
22,기타 대학,0,0,0,1,1,2,0,1,0,5
22,기타 대학,0,0,0,0,0,0,0,1,0,1
22,기타 대학,1,0,0,1,0,0,0,0,0,2
22,건국대,1,2,3,1,0,3,1,2,0,13
22,경북대,1,2,1,1,0,0,0,0,0,5
22,기타 대학,0,0,1,0,0,0,0,0,0,1
22,기타 대학,0,0,0,0,0,1,0,0,0,1
22,경찰대,1,0,1,0,0,1,1,0,0,4
22,경희대,0,0,3,2,6,11,6,5,0,33
22,기타 대학,0,0,0,1,0,0,0,0,0,1
22,고려대,16,11,11,11,14,7,10,13,0,93
22,기타 대학,0,0,0,0,0,1,1,0,0,2
22,기타 대학,0,0,0,0,0,0,0,1,0,1
22,기타 대학,0,0,0,0,1,0,0,0,0,1
22,기타 대학,0,0,0,0,2,0,0,0,0,2
22,기타 대학,0,0,1,1,0,1,2,1,0,6
22,기타 대학,0,0,0,0,1,0,0,0,0,1
22,기타 대학,0,0,0,1,0,0,0,0,0,1
22,기타 대학,0,0,1,0,0,0,0,0,0,1
22,동국대,1,1,3,2,0,2,2,4,0,15
22,기타 대학,0,0,1,0,0,0,0,0,0,1
22,동아대,0,0,0,1,1,1,1,2,0,6
22,기타 대학,0,1,0,0,0,0,0,0,0,1
22,기타 대학,0,0,0,1,0,0,0,0,0,1
22,부산대,1,0,1,0,0,1,0,0,0,3
22,기타 대학,0,0,0,0,0,1,0,0,0,1
22,서강대,8,9,4,2,3,6,3,4,0,39
22,기타 대학,0,1,0,0,0,0,0,0,0,1
