schoolindex,school,y9,y10,y11,y12,y13,y14,y15,y16,y17,sum
22,서울대,19,12,11,5,10,6,10,6,0,79
22,서울시립대,4,2,2,2,0,1,3,2,0,16
22,기타 대학,0,1,0,0,0,0,0,0,0,1
22,기타 대학,0,0,0,0,0,0,0,1,0,1
22,기타 대학,0,0,0,0,0,0,1,0,0,1
22,성균관대,5,7,8,2,8,8,9,7,0,54
22,기타 대학,0,0,0,0,1,0,0,0,0,1
22,기타 대학,0,0,1,1,1,0,0,0,0,3
22,숙명여대,0,0,2,4,3,3,0,4,0,16
22,기타 대학,0,1,3,0,2,1,1,0,0,8
22,기타 대학,0,3,1,1,2,1,1,0,0,9
22,기타 대학,0,0,0,1,0,0,0,0,0,1
22,연세대,6,12,8,11,10,13,5,8,0,73
22,기타 대학,0,0,0,0,1,1,0,0,0,2
22,기타 대학,0,0,0,1,0,0,0,0,0,1
22,기타 대학,0,1,0,0,1,0,0,1,0,3
22,기타 대학,0,1,0,0,0,1,0,0,0,2
22,기타 대학,0,0,0,0,0,1,0,0,0,1
22,이화여대,5,10,8,10,6,9,8,4,0,60
22,기타 대학,0,1,1,0,2,2,0,1,0,7
22,전남대,0,0,0,1,0,0,1,1,0,3
22,전북대,0,0,0,1,1,0,0,0,0,2
22,기타 대학,0,0,1,0,0,0,1,0,0,2
22,기타 대학,0,1,0,0,0,0,0,0,0,1
22,중앙대,2,2,4,7,2,1,2,0,0,20
22,기타 대학,1,0,0,0,0,0,0,0,0,1
22,충남대,10,8,7,10,9,2,13,15,0,74
22,기타 대학,1,2,3,0,1,0,1,0,0,8
22,기타 대학,3,0,0,1,0,1,0,1,0,6
22,기타 대학,0,1,0,2,0,0,0,1,0,4
18,해외대,0,1,0,0,0,0,0,0,0,1
22,기타 대학,0,0,1,1,0,0,0,0,0,2
22,기타 대학,0,0,0,0,0,1,0,0,0,1
22,한국외대,0,2,5,5,1,4,0,4,0,21
22,기타 대학,1,0,0,1,0,0,0,0,0,2
22,기타 대학,0,0,1,0,0,0,0,0,0,1
22,한동대,0,0,2,2,1,1,3,1,0,10
22,한양대,5,5,5,4,10,11,13,9,0,62
22,기타 대학,0,0,0,0,0,0,1,1,0,2
22,홍익대,1,4,0,2,2,0,2,2,0,13
18,해외대,0,0,0,0,1,0,1,0,0,2
18,해외대,0,0,0,0,0,1,0,0,0,1
18,해외대,0,0,0,0,0,1,0,0,0,1
18,해외대,0,0,0,0,1,0,0,0,0,1
23,기타 대학,1,1,0,1,1,3,0,0,0,7
23,건국대,1,2,3,2,1,2,1,0,0,12
23,기타 대학,0,0,0,1,0,0,0,1,0,2
23,경북대,0,0,0,0,1,0,1,0,0,2
23,기타 대학,0,1,0,0,0,0,0,0,0,1
23,경찰대,1,1,1,0,0,1,0,0,0,4
23,경희대,3,3,3,4,1,5,5,4,0,28
23,고려대,12,8,12,8,5,9,2,1,0,57
23,기타 대학,0,1,0,0,0,0,0,0,0,1
23,기타 대학,0,0,0,0,1,0,0,0,0,1
23,기타 대학,0,0,1,2,4,1,2,1,0,11
23,기타 대학,0,0,0,0,2,0,2,2,0,6
23,기타 대학,0,0,0,0,1,0,0,0,0,1
23,기타 대학,0,0,0,0,0,0,1,1,0,2
23,기타 대학,0,0,0,0,0,0,1,1,0,2
23,동국대,1,0,3,2,3,1,3,2,0,15
23,동아대,0,0,0,0,1,0,0,0,0,1
23,기타 대학,0,0,0,0,0,0,1,0,0,1
23,기타 대학,0,0,0,1,0,0,0,0,0,1
23,부산대,1,0,1,1,0,3,1,1,0,8
23,기타 대학,0,1,0,0,0,0,0,0,0,1
23,서강대,2,1,1,1,1,0,2,1,0,9
23,서울대,3,11,2,1,4,3,2,2,0,28
23,서울시립대,1,1,0,2,3,0,0,2,0,9
23,성균관대,5,4,5,2,6,4,2,6,0,34
23,기타 대학,0,0,2,0,2,0,1,1,0,6
23,기타 대학,0,0,0,0,0,1,0,0,0,1
23,숙명여대,0,2,1,3,3,2,5,8,0,24
23,기타 대학,0,0,0,2,0,0,2,0,0,4
23,기타 대학,0,0,0,0,0,0,1,0,0,1
23,기타 대학,0,0,0,0,1,0,0,0,0,1
23,기타 대학,1,0,1,2,1,1,3,0,0,9
23,연세대,10,6,7,2,5,5,4,1,0,40
23,기타 대학,0,0,0,0,1,0,0,1,0,2
23,기타 대학,0,1,0,0,0,0,0,0,0,1
23,기타 대학,0,0,0,0,0,0,0,1,0,1
23,기타 대학,2,0,1,0,0,0,0,0,0,3
23,이화여대,4,10,4,0,6,12,6,8,0,50
23,기타 대학,0,0,0,1,0,0,0,0,0,1
23,기타 대학,0,0,0,1,0,0,0,0,0,1
23,기타 대학,2,1,2,10,0,2,0,0,0,17
23,전남대,0,0,1,0,1,0,0,0,0,2
23,전북대,0,0,0,0,0,0,0,1,0,1
23,중앙대,2,2,1,3,2,1,3,2,0,16
23,기타 대학,0,0,0,1,0,0,0,0,0,1
23,충남대,1,0,1,3,2,2,2,4,0,15
23,기타 대학,6,5,10,7,3,5,7,1,0,44
23,기타 대학,0,0,0,1,0,0,0,0,0,1
18,해외대,0,0,0,0,0,1,0,0,0,1
23,기타 대학,2,1,0,1,0,0,0,0,0,4
23,한국외대,2,2,5,6,3,3,3,4,0,28
23,기타 대학,0,0,0,1,0,0,0,0,0,1
23,기타 대학,0,0,0,0,1,0,0,0,0,1
23,한동대,0,0,0,0,2,2,0,1,0,5
23,기타 대학,0,0,0,0,0,0,0,1,0,1
23,기타 대학,0,1,0,0,0,0,0,0,0,1
23,한양대,4,3,5,5,7,6,6,4,0,40
23,홍익대,2,1,0,0,2,1,4,7,0,17
18,해외대,0,0,0,0,1,0,0,0,0,1
18,해외대,0,0,0,0,0,1,0,0,0,1
18,해외대,0,0,0,0,0,0,1,0,0,1
18,해외대,0,0,0,0,0,0,0,1,0,1
19,카이스트,1,0,0,0,0,0,0,0,0,1
19,해외대,0,0,0,1,0,0,0,0,0,1
19,해외대,0,0,1,0,0,0,0,0,0,1
19,해외대,0,1,1,1,0,1,0,0,0,4
19,해외대,0,1,0,0,0,0,0,0,0,1
24,건국대,0,1,1,0,0,0,1,0,0,3
24,경북대,0,0,1,1,0,0,0,0,0,2
24,기타 대학,0,0,0,0,0,0,0,0,0,0
24,경찰대,0,0,0,0,1,1,0,2,0,4
24,경희대,2,0,1,2,1,0,0,1,0,7
24,고려대,10,11,10,6,10,18,8,12,0,85
24,기타 대학,0,0,0,0,0,0,0,0,0,0
24,기타 대학,0,0,0,0,0,1,0,0,0,1
24,동국대,0,0,0,0,0,0,0,1,0,1
24,부산대,0,0,1,2,0,0,0,0,0,3
19,해외대,0,0,0,1,0,0,0,0,0,1
24,기타 대학,0,0,0,0,0,0,1,0,0,1
24,서강대,1,1,0,0,0,0,0,0,0,2
24,기타 대학,0,0,0,0,1,0,0,0,0,1
24,서울대,7,7,4,4,6,10,10,11,0,59
24,서울시립대,0,0,1,1,1,1,0,0,0,4
24,성균관대,1,3,4,2,2,1,0,3,0,16
24,기타 대학,0,0,0,1,0,0,0,0,0,1
24,숙명여대,0,1,1,1,0,0,0,0,0,3
24,기타 대학,0,0,0,1,0,0,0,0,0,1
24,연세대,8,6,8,1,8,5,10,7,0,53
24,기타 대학,0,0,0,0,0,1,0,0,0,1
24,이화여대,4,6,4,3,4,0,1,1,0,23
24,기타 대학,0,0,0,1,0,0,0,0,0,1
24,전남대,0,0,0,0,0,1,0,0,0,1
24,전북대,1,0,0,1,0,0,0,0,0,2
24,중앙대,0,1,0,2,0,0,0,0,0,3
24,기타 대학,0,0,0,0,0,0,0,0,0,0
24,기타 대학,0,0,0,0,0,0,0,0,0,0
24,기타 대학,0,0,0,0,0,1,0,0,0,1
24,한국외대,11,13,16,17,14,6,15,13,0,105
24,기타 대학,1,0,0,0,0,0,0,0,0,1
24,기타 대학,0,0,0,0,0,1,0,0,0,1
24,한양대,1,3,2,4,1,2,6,1,0,20
24,홍익대,0,0,1,0,1,0,0,0,0,2
25,경북대,0,0,1,0,1,0,0,0,0,2
25,경찰대,0,3,0,0,2,1,0,0,0,6
25,경희대,0,0,1,0,0,0,0,0,0,1
25,고려대,13,18,32,27,26,17,14,15,0,162
25,기타 대학,0,0,0,0,0,0,1,0,0,1
25,기타 대학,0,0,0,0,0,0,1,0,0,1
25,부산대,0,1,0,0,1,0,0,0,0,2
25,서강대,0,1,1,4,2,1,4,1,0,14
25,서울대,44,37,27,21,15,35,21,31,0,231
25,성균관대,0,0,1,1,2,0,1,0,0,5
25,기타 대학,0,0,0,1,0,0,0,0,0,1
25,연세대,18,19,17,14,17,20,31,21,0,157
25,이화여대,0,3,4,6,7,4,6,3,0,33
25,기타 대학,0,0,0,0,0,1,0,0,0,1
25,전북대,0,0,1,0,0,0,0,0,0,1
25,기타 대학,0,0,0,0,0,0,1,0,0,1
25,기타 대학,1,0,0,1,0,0,1,1,0,4
19,해외대,0,1,0,0,0,0,0,0,0,1
25,한국외대,1,0,0,1,0,0,1,0,0,3
25,한동대,1,0,2,0,1,0,1,35,0,40
25,한양대,19,17,17,26,31,23,24,0,0,157
19,해외대,1,0,0,0,0,0,0,0,0,1
19,해외대,1,0,0,0,0,0,0,0,0,1
19,해외대,0,0,0,0,0,0,1,4,0,5
19,해외대,0,0,0,0,0,0,0,0,1,1
20,해외대,1,0,0,0,0,0,1,0,0,2
20,해외대,0,0,0,0,2,0,1,0,0,3
20,해외대,0,0,0,0,1,0,1,0,0,2
3,고려대,0,0,0,0,0,0,0,0,24,24
3,경북대,0,0,0,0,0,0,0,0,17,17
3,이화여대,0,0,0,0,0,0,0,0,16,16
3,한양대,0,0,0,0,0,0,0,0,12,12
3,연세대,0,0,0,0,0,0,0,0,10,10
3,서울대,0,0,0,0,0,0,0,0,9,9
3,성균관대,0,0,0,0,0,0,0,0,6,6
3,경찰대,0,0,0,0,0,0,0,0,6,6
3,중앙대,0,0,0,0,0,0,0,0,5,5
3,서강대,0,0,0,0,0,0,0,0,5,5
3,기타 대학,0,0,0,0,0,0,0,0,4,4
3,한동대,0,0,0,0,0,0,0,0,3,3
3,한국외대,0,0,0,0,0,0,0,0,2,2
3,경희대,0,0,0,0,0,0,0,0,2,2
3,기타 대학,0,0,0,0,0,0,0,0,1,1
3,동국대,0,0,0,0,0,0,0,0,1,1
3,기타 대학,0,0,0,0,0,0,0,0,1,1
3,동아대,0,0,0,0,0,0,0,0,1,1
3,숙명여대,0,0,0,0,0,0,0,0,1,1
3,기타 대학,0,0,0,0,0,0,0,0,1,1
3,홍익대,0,0,0,0,0,0,0,0,1,1
4,경찰대,0,0,0,0,0,0,0,0,1,1
4,경희대,0,0,0,0,0,0,0,0,12,12
4,고려대,0,0,0,0,0,0,0,0,13,13
4,기타 대학,0,0,0,0,0,0,0,0,1,1
4,동국대,0,0,0,0,0,0,0,0,4,4
4,서울대,0,0,0,0,0,0,0,0,12,12
4,성균관대,0,0,0,0,0,0,0,0,1,1
4,기타 대학,0,0,0,0,0,0,0,0,1,1
4,기타 대학,0,0,0,0,0,0,0,0,1,1
4,숙명여대,0,0,0,0,0,0,0,0,6,6
4,연세대,0,0,0,0,0,0,0,0,3,3
4,이화여대,0,0,0,0,0,0,0,0,2,2
4,기타 대학,0,0,0,0,0,0,0,0,1,1
4,한양대,0,0,0,0,0,0,0,0,6,6
4,홍익대,0,0,0,0,0,0,0,0,2,2
20,해외대,0,0,0,1,0,0,0,0,0,1
20,해외대,0,1,0,0,0,0,0,0,0,1
20,해외대,0,0,0,0,1,0,0,0,0,1
20,해외대,0,0,0,0,1,0,0,0,0,1
20,해외대,0,0,0,0,0,0,1,0,0,1
20,해외대,0,0,0,0,0,0,0,1,0,1
20,해외대,0,0,0,0,0,0,0,0,2,2
21,카이스트,0,1,0,4,2,1,0,0,1,9
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,건국대,0,0,0,0,0,0,0,0,1,1
6,경희대,0,0,0,0,0,0,0,0,5,5
6,고려대,0,0,0,0,0,0,0,0,7,7
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,동국대,0,0,0,0,0,0,0,0,1,1
6,동아대,0,0,0,0,0,0,0,0,8,8
6,홍익대,0,0,0,0,0,0,0,0,1,1
6,부산대,0,0,0,0,0,0,0,0,4,4
6,서강대,0,0,0,0,0,0,0,0,2,2
6,서울대,0,0,0,0,0,0,0,0,1,1
6,성균관대,0,0,0,0,0,0,0,0,4,4
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,숙명여대,0,0,0,0,0,0,0,0,3,3
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,연세대,0,0,0,0,0,0,0,0,5,5
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,기타 대학,0,0,0,0,0,0,0,0,3,3
6,이화여대,0,0,0,0,0,0,0,0,7,7
21,해외대,0,0,0,0,0,0,0,1,0,1
6,중앙대,0,0,0,0,0,0,0,0,2,2
6,충남대,0,0,0,0,0,0,0,0,1,1
6,한국외대,0,0,0,0,0,0,0,0,4,4
6,기타 대학,0,0,0,0,0,0,0,0,1,1
6,한양대,0,0,0,0,0,0,0,0,4,4
7,건국대,0,0,0,0,0,0,0,0,1,1
7,경희대,0,0,0,0,0,0,0,0,1,1
7,고려대,0,0,0,0,0,0,0,0,23,23
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,동아대,0,0,0,0,0,0,0,0,2,2
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,부산대,0,0,0,0,0,0,0,0,21,21
7,서강대,0,0,0,0,0,0,0,0,4,4
7,서울대,0,0,0,0,0,0,0,0,14,14
7,서울시립대,0,0,0,0,0,0,0,0,1,1
7,성균관대,0,0,0,0,0,0,0,0,8,8
21,해외대,0,0,0,0,0,1,0,0,0,1
7,연세대,0,0,0,0,0,0,0,0,24,24
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,이화여대,0,0,0,0,0,0,0,0,8,8
7,전남대,0,0,0,0,0,0,0,0,1,1
7,중앙대,0,0,0,0,0,0,0,0,1,1
7,충남대,0,0,0,0,0,0,0,0,1,1
7,기타 대학,0,0,0,0,0,0,0,0,2,2
7,한국외대,0,0,0,0,0,0,0,0,1,1
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,기타 대학,0,0,0,0,0,0,0,0,1,1
7,한양대,0,0,0,0,0,0,0,0,10,10
9,건국대,0,0,0,0,0,0,0,0,1,1
9,경찰대,0,0,0,0,0,0,0,0,1,1
9,고려대,0,0,0,0,0,0,0,0,17,17
9,서강대,0,0,0,0,0,0,0,0,1,1
9,서울대,0,0,0,0,0,0,0,0,97,97
9,성균관대,0,0,0,0,0,0,0,0,4,4
9,연세대,0,0,0,0,0,0,0,0,20,20
9,중앙대,0,0,0,0,0,0,0,0,1,1
9,기타 대학,0,0,0,0,0,0,0,0,2,2
9,한양대,0,0,0,0,0,0,0,0,3,3
21,해외대,0,0,0,0,0,0,0,1,0,1
10,고려대,0,0,0,0,0,0,0,0,10,10
10,기타 대학,0,0,0,0,0,0,0,0,1,1
10,동국대,0,0,0,0,0,0,0,0,2,2
10,부산대,0,0,0,0,0,0,0,0,1,1
10,서강대,0,0,0,0,0,0,0,0,5,5
10,서울대,0,0,0,0,0,0,0,0,4,4
10,서울시립대,0,0,0,0,0,0,0,0,8,8
10,성균관대,0,0,0,0,0,0,0,0,1,1
10,숙명여대,0,0,0,0,0,0,0,0,2,2
10,기타 대학,0,0,0,0,0,0,0,0,1,1
10,연세대,0,0,0,0,0,0,0,0,6,6
10,이화여대,0,0,0,0,0,0,0,0,3,3
10,기타 대학,0,0,0,0,0,0,0,0,1,1
10,중앙대,0,0,0,0,0,0,0,0,1,1
10,한국외대,0,0,0,0,0,0,0,0,1,1
10,한동대,0,0,0,0,0,0,0,0,3,3
10,한양대,0,0,0,0,0,0,0,0,4,4
11,경희대,0,0,0,0,0,0,0,0,1,1
11,고려대,0,0,0,0,0,0,0,0,7,7
11,기타 대학,0,0,0,0,0,0,0,0,1,1
11,동국대,0,0,0,0,0,0,0,0,2,2
11,부산대,0,0,0,0,0,0,0,0,1,1
11,서강대,0,0,0,0,0,0,0,0,5,5
11,서울대,0,0,0,0,0,0,0,0,29,29
11,서울시립대,0,0,0,0,0,0,0,0,2,2
11,성균관대,0,0,0,0,0,0,0,0,45,45
11,연세대,0,0,0,0,0,0,0,0,17,17
11,이화여대,0,0,0,0,0,0,0,0,6,6
11,전남대,0,0,0,0,0,0,0,0,1,1
11,중앙대,0,0,0,0,0,0,0,0,4,4
21,해외대,0,0,0,0,0,0,0,0,0,0
11,한국외대,0,0,0,0,0,0,0,0,2,2
11,기타 대학,0,0,0,0,0,0,0,0,1,1
21,해외대,0,0,0,0,0,0,0,0,0,0
12,기타 대학,0,0,0,0,0,0,0,0,1,1
12,건국대,0,0,0,0,0,0,0,0,1,1
12,경찰대,0,0,0,0,0,0,0,0,1,1
12,경희대,0,0,0,0,0,0,0,0,2,2
12,고려대,0,0,0,0,0,0,0,0,7,7
12,동국대,0,0,0,0,0,0,0,0,1,1
12,동아대,0,0,0,0,0,0,0,0,1,1
12,서강대,0,0,0,0,0,0,0,0,1,1
12,서울대,0,0,0,0,0,0,0,0,6,6
12,성균관대,0,0,0,0,0,0,0,0,4,4
12,숙명여대,0,0,0,0,0,0,0,0,1,1
12,기타 대학,0,0,0,0,0,0,0,0,6,6
12,연세대,0,0,0,0,0,0,0,0,7,7
12,이화여대,0,0,0,0,0,0,0,0,2,2
12,기타 대학,0,0,0,0,0,0,0,0,1,1
12,중앙대,0,0,0,0,0,0,0,0,2,2
12,한국외대,0,0,0,0,0,0,0,0,1,1
12,한양대,0,0,0,0,0,0,0,0,5,5
12,홍익대,0,0,0,0,0,0,0,0,1,1
12,기타 대학,0,0,0,0,0,0,0,0,2,2
22,카이스트,6,1,0,0,2,0,1,1,0,11
14,건국대,0,0,0,0,0,0,0,0,3,3
14,경북대,0,0,0,0,0,0,0,0,3,3
14,기타 대학,0,0,0,0,0,0,0,0,1,1
14,경희대,0,0,0,0,0,0,0,0,1,1
14,고려대,0,0,0,0,0,0,0,0,7,7
14,기타 대학,0,0,0,0,0,0,0,0,3,3
14,기타 대학,0,0,0,0,0,0,0,0,2,2
14,동국대,0,0,0,0,0,0,0,0,1,1
14,부산대,0,0,0,0,0,0,0,0,1,1
14,서강대,0,0,0,0,0,0,0,0,3,3
14,서울대,0,0,0,0,0,0,0,0,8,8
14,서울시립대,0,0,0,0,0,0,0,0,2,2
14,성균관대,0,0,0,0,0,0,0,0,4,4
14,기타 대학,0,0,0,0,0,0,0,0,1,1
14,숙명여대,0,0,0,0,0,0,0,0,1,1
14,기타 대학,0,0,0,0,0,0,0,0,1,1
14,연세대,0,0,0,0,0,0,0,0,8,8
14,기타 대학,0,0,0,0,0,0,0,0,4,4
14,이화여대,0,0,0,0,0,0,0,0,3,3
14,전남대,0,0,0,0,0,0,0,0,1,1
14,전북대,0,0,0,0,0,0,0,0,1,1
14,중앙대,0,0,0,0,0,0,0,0,2,2
14,기타 대학,0,0,0,0,0,0,0,0,1,1
14,기타 대학,0,0,0,0,0,0,0,0,1,1
14,한국외대,0,0,0,0,0,0,0,0,1,1
14,한양대,0,0,0,0,0,0,0,0,6,6
22,해외대,1,0,0,0,0,0,0,0,0,1
15,건국대,0,0,0,0,0,0,0,0,4,4
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,경희대,0,0,0,0,0,0,0,0,1,1
15,고려대,0,0,0,0,0,0,0,0,2,2
15,기타 대학,0,0,0,0,0,0,0,0,2,2
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,동국대,0,0,0,0,0,0,0,0,2,2
15,부산대,0,0,0,0,0,0,0,0,1,1
15,서강대,0,0,0,0,0,0,0,0,3,3
15,서울대,0,0,0,0,0,0,0,0,1,1
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,기타 대학,0,0,0,0,0,0,0,0,2,2
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,연세대,0,0,0,0,0,0,0,0,4,4
15,기타 대학,0,0,0,0,0,0,0,0,4,4
15,이화여대,0,0,0,0,0,0,0,0,2,2
15,기타 대학,0,0,0,0,0,0,0,0,2,2
15,전남대,0,0,0,0,0,0,0,0,3,3
15,전북대,0,0,0,0,0,0,0,0,2,2
15,기타 대학,0,0,0,0,0,0,0,0,2,2
15,중앙대,0,0,0,0,0,0,0,0,3,3
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,한국외대,0,0,0,0,0,0,0,0,6,6
15,기타 대학,0,0,0,0,0,0,0,0,1,1
15,한양대,0,0,0,0,0,0,0,0,3,3
15,홍익대,0,0,0,0,0,0,0,0,2,2
22,해외대,0,1,0,0,0,0,0,0,0,1
17,기타 대학,0,0,0,0,0,0,0,0,1,1
17,건국대,0,0,0,0,0,0,0,0,1,1
17,고려대,0,0,0,0,0,0,0,0,4,4
17,기타 대학,0,0,0,0,0,0,0,0,1,1
17,동국대,0,0,0,0,0,0,0,0,1,1
17,부산대,0,0,0,0,0,0,0,0,1,1
17,서강대,0,0,0,0,0,0,0,0,1,1
17,기타 대학,0,0,0,0,0,0,0,0,1,1
17,서울대,0,0,0,0,0,0,0,0,4,4
17,서울시립대,0,0,0,0,0,0,0,0,2,2
17,성균관대,0,0,0,0,0,0,0,0,4,4
17,기타 대학,0,0,0,0,0,0,0,0,2,2
17,기타 대학,0,0,0,0,0,0,0,0,3,3
17,기타 대학,0,0,0,0,0,0,0,0,1,1
17,연세대,0,0,0,0,0,0,0,0,2,2
17,이화여대,0,0,0,0,0,0,0,0,5,5
17,기타 대학,0,0,0,0,0,0,0,0,1,1
17,기타 대학,0,0,0,0,0,0,0,0,6,6
17,중앙대,0,0,0,0,0,0,0,0,1,1
17,기타 대학,0,0,0,0,0,0,0,0,2,2
17,한동대,0,0,0,0,0,0,0,0,1,1
17,한양대,0,0,0,0,0,0,0,0,3,3
17,홍익대,0,0,0,0,0,0,0,0,4,4
22,해외대,0,0,0,1,0,0,0,0,0,1
18,건국대,0,0,0,0,0,0,0,0,1,1
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,경희대,0,0,0,0,0,0,0,0,6,6
18,고려대,0,0,0,0,0,0,0,0,7,7
18,기타 대학,0,0,0,0,0,0,0,0,2,2
18,기타 대학,0,0,0,0,0,0,0,0,4,4
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,동국대,0,0,0,0,0,0,0,0,3,3
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,부산대,0,0,0,0,0,0,0,0,1,1
18,서강대,0,0,0,0,0,0,0,0,4,4
18,서울대,0,0,0,0,0,0,0,0,4,4
18,성균관대,0,0,0,0,0,0,0,0,13,13
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,숙명여대,0,0,0,0,0,0,0,0,4,4
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,연세대,0,0,0,0,0,0,0,0,9,9
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,이화여대,0,0,0,0,0,0,0,0,11,11
18,전남대,0,0,0,0,0,0,0,0,18,18
18,기타 대학,0,0,0,0,0,0,0,0,1,1
18,기타 대학,0,0,0,0,0,0,0,0,7,7
18,중앙대,0,0,0,0,0,0,0,0,2,2
18,한국외대,0,0,0,0,0,0,0,0,6,6
18,한동대,0,0,0,0,0,0,0,0,4,4
18,한양대,0,0,0,0,0,0,0,0,2,2
18,홍익대,0,0,0,0,0,0,0,0,8,8
19,기타 대학,0,0,0,0,0,0,0,0,1,1
19,기타 대학,0,0,0,0,0,0,0,0,1,1
19,한동대,0,0,0,0,0,0,0,0,1,1
19,전남대,0,0,0,0,0,0,0,0,2,2
19,경북대,0,0,0,0,0,0,0,0,2,2
19,부산대,0,0,0,0,0,0,0,0,1,1
19,기타 대학,0,0,0,0,0,0,0,0,1,1
19,건국대,0,0,0,0,0,0,0,0,1,1
19,경희대,0,0,0,0,0,0,0,0,4,4
19,고려대,0,0,0,0,0,0,0,0,7,7
19,기타 대학,0,0,0,0,0,0,0,0,3,3
19,기타 대학,0,0,0,0,0,0,0,0,2,2
19,기타 대학,0,0,0,0,0,0,0,0,5,5
19,기타 대학,0,0,0,0,0,0,0,0,1,1
19,동국대,0,0,0,0,0,0,0,0,1,1
19,서울대,0,0,0,0,0,0,0,0,1,1
19,서울시립대,0,0,0,0,0,0,0,0,1,1
19,성균관대,0,0,0,0,0,0,0,0,6,6
19,숙명여대,0,0,0,0,0,0,0,0,4,4
19,기타 대학,0,0,0,0,0,0,0,0,1,1
19,연세대,0,0,0,0,0,0,0,0,2,2
19,이화여대,0,0,0,0,0,0,0,0,5,5
19,중앙대,0,0,0,0,0,0,0,0,2,2
19,한국외대,0,0,0,0,0,0,0,0,5,5
19,한양대,0,0,0,0,0,0,0,0,2,2
19,홍익대,0,0,0,0,0,0,0,0,2,2
22,해외대,0,0,1,0,0,0,0,0,0,1
19,기타 대학,0,0,0,0,0,0,0,0,2,2
19,전북대,0,0,0,0,0,0,0,0,12,12
19,서강대,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,경북대,0,0,0,0,0,0,0,0,2,2
20,고려대,0,0,0,0,0,0,0,0,3,3
20,기타 대학,0,0,0,0,0,0,0,0,2,2
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,동국대,0,0,0,0,0,0,0,0,1,1
20,동아대,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,부산대,0,0,0,0,0,0,0,0,1,1
20,서강대,0,0,0,0,0,0,0,0,1,1
20,서울시립대,0,0,0,0,0,0,0,0,1,1
20,성균관대,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,3,3
20,숙명여대,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,기타 대학,0,0,0,0,0,0,0,0,2,2
20,기타 대학,0,0,0,0,0,0,0,0,2,2
20,기타 대학,0,0,0,0,0,0,0,0,4,4
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,한국외대,0,0,0,0,0,0,0,0,3,3
20,기타 대학,0,0,0,0,0,0,0,0,1,1
20,한양대,0,0,0,0,0,0,0,0,2,2
22,해외대,0,0,0,0,0,0,0,0,1,1
22,해외대,0,0,0,0,0,0,0,0,1,1
21,고려대,0,0,0,0,0,0,0,0,8,8
23,카이스트,0,0,0,0,0,0,1,0,0,1
21,서울대,0,0,0,0,0,0,0,0,3,3
21,성균관대,0,0,0,0,0,0,0,0,7,7
21,연세대,0,0,0,0,0,0,0,0,5,5
21,이화여대,0,0,0,0,0,0,0,0,5,5
21,중앙대,0,0,0,0,0,0,0,0,17,17
21,한양대,0,0,0,0,0,0,0,0,1,1
23,해외대,1,0,0,0,0,0,0,0,0,1
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,건국대,0,0,0,0,0,0,0,0,2,2
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,경희대,0,0,0,0,0,0,0,0,6,6
22,고려대,0,0,0,0,0,0,0,0,6,6
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,1,1
22,기타 대학,0,0,0,0,0,0,0,0,2,2
